RNAInterID	Interactor1.Symbol	Category1	Species1	Interactor2.Symbol	Category2	Species2	Raw_ID1	Raw_ID2	score	strong	weak	predict
RC00008767	BC087858	lncRNA	Homo sapiens	Gefitinib	compound	N/A	N/A	CID:123631	0.3168	qRT-PCR	N/A	N/A
RC00000040	BCAR4	lncRNA	Homo sapiens	Antioestrogens	compound	N/A	NCBI:400500	N/A	0.3371	qRT-PCR	N/A	N/A
RC00008768	BE244504	lncRNA	Homo sapiens	Gefitinib	compound	N/A	N/A	CID:123631	0.3168	qRT-PCR	N/A	N/A
RC00008769	BG188549	lncRNA	Homo sapiens	Gefitinib	compound	N/A	N/A	CID:123631	0.3168	qRT-PCR	N/A	N/A
RC00000011	CES1P1	pseudo	Homo sapiens	Cisplatin	compound	N/A	NCBI:51716	CID:2767	0.3235	qRT-PCR//MTS assay	Microarray	N/A
RC00000059	CFL1P3	pseudo	Homo sapiens	Gemcitabine	compound	N/A	NCBI:100131874	CID:60750	0.3071	qRT-PCR	Microarray	N/A
RC00008761	CR619813	lncRNA	Homo sapiens	Gemcitabine	compound	N/A	N/A	CID:60750	0.3071	qRT-PCR	Microarray	N/A
RC00000046	DDX6P1	pseudo	Homo sapiens	Gemcitabine	compound	N/A	NCBI:442192	CID:60750	0.3071	qRT-PCR	Microarray	N/A
RC00000082	ELF3-AS1	lncRNA	Homo sapiens	Gemcitabine	compound	N/A	NCBI:102723465	CID:60750	0.3071	qRT-PCR	Microarray	N/A
RC00000086	ERICD	lncRNA	Homo sapiens	Etoposide	compound	N/A	NCBI:104355217	CID:36462	0.3694	qRT-PCR	N/A	N/A
RC00000001	FOXO3B	pseudo	Homo sapiens	Cisplatin	compound	N/A	NCBI:2310	CID:2767	0.2179	qPCR	Microarray	N/A
RC00000068	GAS5-AS1	lncRNA	Homo sapiens	[5-[2,4-Bis((3S)-3-methylmorpholin-4-yl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxyphenyl]methanol	compound	N/A	NCBI:100506046	CID:25262965	0.4124	qPCR	N/A	N/A
RC00000062	GAS5-AS1	lncRNA	Homo sapiens	Cycloheximide	compound	N/A	NCBI:100506046	CID:6197	0.2613	qRT-PCR	N/A	N/A
RC00000069	GAS5-AS1	lncRNA	Homo sapiens	Dactolisib Tosylate	compound	N/A	NCBI:100506046	CID:49803145	0.4124	qPCR	N/A	N/A
RC00000063	GAS5-AS1	lncRNA	Homo sapiens	Docetaxel	compound	N/A	NCBI:100506046	CID:148124	0.2783	qPCR	N/A	N/A
RC00000065	GAS5-AS1	lncRNA	Homo sapiens	Everolimus	compound	N/A	NCBI:100506046	CID:6442177	0.4791	qRT-PCR//qPCR	N/A	N/A
RC00000067	GAS5-AS1	lncRNA	Homo sapiens	Nutlin-3A	compound	N/A	NCBI:100506046	CID:11433190	0.2783	qPCR	N/A	N/A
RC00000064	GAS5-AS1	lncRNA	Homo sapiens	Sirolimus	compound	N/A	NCBI:100506046	CID:5284616	0.4791	qRT-PCR//qPCR	N/A	N/A
RC00000066	GAS5-AS1	lncRNA	Homo sapiens	Temsirolimus	compound	N/A	NCBI:100506046	CID:6918289	0.4791	qRT-PCR//qPCR	N/A	N/A
RC00000070	GIHCG	lncRNA	Homo sapiens	Vincristine	compound	N/A	NCBI:100506844	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00000002	HBBP1	pseudo	Homo sapiens	Cisplatin	compound	N/A	NCBI:3044	CID:2767	0.2179	qPCR	Microarray	N/A
RC00008816	HOTAIR	lncRNA	Homo sapiens	Chemotherapy	compound	N/A	NCBI:100124700	N/A	0.2647	qRT-PCR	N/A	N/A
RC00000089	HTR3E-AS1	lncRNA	Homo sapiens	Vincristine	compound	N/A	NCBI:106478970	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00000013	IDI2-AS1	lncRNA	Homo sapiens	Cycloheximide	compound	N/A	NCBI:55853	CID:6197	0.2613	qRT-PCR	N/A	N/A
RC00000053	KRT16P1	pseudo	Homo sapiens	Cisplatin	compound	N/A	NCBI:729252	CID:2767	0.2179	qPCR	Microarray	N/A
RC00000042	KRT16P2	pseudo	Homo sapiens	Cisplatin	compound	N/A	NCBI:400578	CID:2767	0.2179	qPCR	Microarray	N/A
RC00000033	KRT17P2	pseudo	Homo sapiens	Cisplatin	compound	N/A	NCBI:339241	CID:2767	0.2179	qPCR	Microarray	N/A
RC00000032	KRT17P5	pseudo	Homo sapiens	Cisplatin	compound	N/A	NCBI:339240	CID:2767	0.2179	qPCR	Microarray	N/A
RC00000028	LINC00304	lncRNA	Homo sapiens	Vincristine	compound	N/A	NCBI:283860	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00000044	LINC00595	lncRNA	Homo sapiens	Doxorubicin	compound	N/A	NCBI:414243	CID:31703	0.3087	MTT assay	Microarray	N/A
RC00000037	LINC00944	lncRNA	Homo sapiens	Doxorubicin	compound	N/A	NCBI:387895	CID:31703	0.3087	qRT-PCR//MTT assay	Microarray	N/A
RC00000072	LINC01277	lncRNA	Homo sapiens	Cisplatin	compound	N/A	NCBI:100507489	CID:2767	0.2179	qPCR	Microarray	N/A
RC00000081	LINC01285	lncRNA	Homo sapiens	Vincristine	compound	N/A	NCBI:101928287	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00000087	LINC01926	lncRNA	Homo sapiens	Gemcitabine	compound	N/A	NCBI:105372147	CID:60750	0.3071	qRT-PCR	Microarray	N/A
RC00000078	LOC100996732	lncRNA	Homo sapiens	Doxorubicin	compound	N/A	NCBI:100996732	CID:31703	0.3087	MTT assay	Microarray	N/A
RC00000084	LOC102724927	lncRNA	Homo sapiens	Doxorubicin	compound	N/A	NCBI:102724927	CID:31703	0.3087	qRT-PCR//MTT assay	Microarray	N/A
RC00008717	LOC257358	lncRNA	Homo sapiens	Vincristine	compound	N/A	N/A	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00008682	LOC283174	lncRNA	Homo sapiens	Cisplatin	compound	N/A	N/A	CID:2767	0.2179	qPCR	Microarray	N/A
RC00008683	LOC728537	lncRNA	Homo sapiens	Cisplatin	compound	N/A	N/A	CID:2767	0.2179	qPCR	Microarray	N/A
RC00008697	Lnc-DZIP1-1	lncRNA	Homo sapiens	Vincristine	compound	N/A	N/A	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00008699	Lnc-FBXW4-1	lncRNA	Homo sapiens	Vincristine	compound	N/A	N/A	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00008751	Lnc-VLDLR	lncRNA	Homo sapiens	Doxorubicin	compound	N/A	N/A	CID:31703	0.2601	qRT-PCR	N/A	N/A
RC00008771	Lnc-VLDLR	lncRNA	Homo sapiens	Sorafenib	compound	N/A	N/A	CID:216239	0.2601	qRT-PCR	N/A	N/A
RC00000090	MCCC1-AS1	lncRNA	Homo sapiens	Vincristine	compound	N/A	NCBI:106480736	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00000018	MIR503HG	lncRNA	Homo sapiens	Doxorubicin	compound	N/A	NCBI:84848	CID:31703	0.3087	MTT assay	Microarray	N/A
RC00008752	MRUL	lncRNA	Homo sapiens	Doxorubicin	compound	N/A	N/A	CID:31703	0.3265	qRT-PCR	N/A	N/A
RC00008718	MRUL	lncRNA	Homo sapiens	Vincristine	compound	N/A	N/A	CID:5978	0.3265	qRT-PCR	N/A	N/A
RC00000045	MT1CP	pseudo	Homo sapiens	Doxorubicin	compound	N/A	NCBI:441771	CID:31703	0.3087	MTT assay	Microarray	N/A
RC00000008	MYCNOS	lncRNA	Homo sapiens	NVP-BEZ235	compound	N/A	NCBI:10408	CID:11977753	0.4831	qRT-PCR//MTT assay	N/A	N/A
RC00008719	NONHSAG000474	lncRNA	Homo sapiens	Vincristine	compound	N/A	N/A	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00000020	PDIK1L	mRNA	Homo sapiens	Gefitinib	compound	N/A	NCBI:149420	CID:123631	0.3168	qRT-PCR	N/A	N/A
RC00000088	PLA2G4C-AS1	lncRNA	Homo sapiens	Vincristine	compound	N/A	NCBI:106144526	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00000057	PSORS1C3	lncRNA	Homo sapiens	Cisplatin	compound	N/A	NCBI:100130889	CID:2767	0.2179	qPCR	Microarray	N/A
RC00000049	RNPS1P1	pseudo	Homo sapiens	Gefitinib	compound	N/A	NCBI:643446	CID:123631	0.3168	qRT-PCR	N/A	N/A
RC00008762	RP11-169O17.1	lncRNA	Homo sapiens	Gemcitabine	compound	N/A	N/A	CID:60750	0.3071	qRT-PCR	Microarray	N/A
RC00008763	RP11-264P13.2	lncRNA	Homo sapiens	Gemcitabine	compound	N/A	N/A	CID:60750	0.3071	qRT-PCR	Microarray	N/A
RC00008764	RP11-58D2.1	lncRNA	Homo sapiens	Gemcitabine	compound	N/A	N/A	CID:60750	0.3071	qRT-PCR	Microarray	N/A
RC00008765	RP13-824C8.2	lncRNA	Homo sapiens	Gemcitabine	compound	N/A	N/A	CID:60750	0.3071	qRT-PCR	Microarray	N/A
RC00000073	SENP3-EIF4A1	ncRNA	Homo sapiens	Vincristine	compound	N/A	NCBI:100533955	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00000027	SNHG10	lncRNA	Homo sapiens	Doxorubicin	compound	N/A	NCBI:283596	CID:31703	0.3087	MTT assay	Microarray	N/A
RC00000031	SNHG15	lncRNA	Homo sapiens	Cycloheximide	compound	N/A	NCBI:285958	CID:6197	0.2613	qRT-PCR	N/A	N/A
RC00000083	TTC39C-AS1	lncRNA	Homo sapiens	Cisplatin	compound	N/A	NCBI:102724246	CID:2767	0.2179	qPCR	Microarray	N/A
RC00000030	TUSC7	lncRNA	Homo sapiens	5-Fluorouracil	compound	N/A	NCBI:285194	CID:3385	0.4752	qRT-PCR	N/A	N/A
RC00000047	UBA6-AS1	lncRNA	Homo sapiens	Gemcitabine	compound	N/A	NCBI:550112	CID:60750	0.3071	qRT-PCR	Microarray	N/A
RC00000056	VTRNA2-1	others	Homo sapiens	Vincristine	compound	N/A	NCBI:100126299	CID:5978	0.2196	N/A	RNA-seq	N/A
RC00000007	XIST	lncRNA	Homo sapiens	PCI-24781	compound	N/A	NCBI:7503	CID:11749858	0.2947	qPCR	N/A	N/A
RC00008300	aly-miR157c-5p	miRNA	Arabidopsis thaliana	Trichostatin A	compound	N/A	miRBase:MIMAT0017417	CID:444732	0.3399	Northern blot	N/A	N/A
RC00001364	ath-miR156a-5p	miRNA	Arabidopsis thaliana	Glyphosate	compound	N/A	miRBase:MIMAT0000166	CID:3496	0.2238	N/A	Microarray	N/A
RC00001365	ath-miR156b-5p	miRNA	Arabidopsis thaliana	Glyphosate	compound	N/A	miRBase:MIMAT0000167	CID:3496	0.2238	N/A	Microarray	N/A
RC00001366	ath-miR156c-5p	miRNA	Arabidopsis thaliana	Glyphosate	compound	N/A	miRBase:MIMAT0000168	CID:3496	0.2238	N/A	Microarray	N/A
RC00001367	ath-miR158a-3p	miRNA	Arabidopsis thaliana	Taxoid elicitor methyl jasmonate (MJ)	compound	N/A	miRBase:MIMAT0000176	CID:5281929	0.2331	qPCR	N/A	N/A
RC00001368	ath-miR159a	miRNA	Arabidopsis thaliana	Glyphosate	compound	N/A	miRBase:MIMAT0000177	CID:3496	0.2238	N/A	Microarray	N/A
RC00001386	ath-miR159b-3p	miRNA	Arabidopsis thaliana	Glyphosate	compound	N/A	miRBase:MIMAT0000207	CID:3496	0.2238	N/A	Microarray	N/A
RC00004831	ath-miR159c	miRNA	Arabidopsis thaliana	Glyphosate	compound	N/A	miRBase:MIMAT0001015	CID:3496	0.2238	N/A	Microarray	N/A
RC00001369	ath-miR164a	miRNA	Arabidopsis thaliana	Abscisic acid (ABA)	compound	N/A	miRBase:MIMAT0000185	CID:5280896	0.2415	N/A	Microarray	N/A
RC00001371	ath-miR164a	miRNA	Arabidopsis thaliana	NaCl	compound	N/A	miRBase:MIMAT0000185	N/A	0.2415	N/A	Microarray	N/A
RC00001370	ath-miR164a	miRNA	Arabidopsis thaliana	Taxoid elicitor methyl jasmonate (MJ)	compound	N/A	miRBase:MIMAT0000185	CID:5281929	0.2331	qPCR	N/A	N/A
RC00001372	ath-miR165a-3p	miRNA	Arabidopsis thaliana	Abscisic acid (ABA)	compound	N/A	miRBase:MIMAT0000187	CID:5280896	0.2415	N/A	Microarray	N/A
RC00001373	ath-miR165a-3p	miRNA	Arabidopsis thaliana	NaCl	compound	N/A	miRBase:MIMAT0000187	N/A	0.2415	N/A	Microarray	N/A
RC00001374	ath-miR166a-3p	miRNA	Arabidopsis thaliana	Abscisic acid (ABA)	compound	N/A	miRBase:MIMAT0000189	CID:5280896	0.2415	N/A	Microarray	N/A
RC00001376	ath-miR166a-3p	miRNA	Arabidopsis thaliana	NaCl	compound	N/A	miRBase:MIMAT0000189	N/A	0.2415	N/A	Microarray	N/A
RC00001375	ath-miR166a-3p	miRNA	Arabidopsis thaliana	Taxoid elicitor methyl jasmonate (MJ)	compound	N/A	miRBase:MIMAT0000189	CID:5281929	0.2331	qPCR	N/A	N/A
RC00001377	ath-miR167a-5p	miRNA	Arabidopsis thaliana	Abscisic acid (ABA)	compound	N/A	miRBase:MIMAT0000196	CID:5280896	0.2415	N/A	Microarray	N/A
RC00001379	ath-miR167a-5p	miRNA	Arabidopsis thaliana	NaCl	compound	N/A	miRBase:MIMAT0000196	N/A	0.2415	N/A	Microarray	N/A
RC00001378	ath-miR167a-5p	miRNA	Arabidopsis thaliana	Taxoid elicitor methyl jasmonate (MJ)	compound	N/A	miRBase:MIMAT0000196	CID:5281929	0.2331	qPCR	N/A	N/A
RC00001380	ath-miR168a-5p	miRNA	Arabidopsis thaliana	Abscisic acid (ABA)	compound	N/A	miRBase:MIMAT0000198	CID:5280896	0.2415	Northern blot	N/A	N/A
RC00001382	ath-miR168a-5p	miRNA	Arabidopsis thaliana	NaCl	compound	N/A	miRBase:MIMAT0000198	N/A	0.2415	Northern blot	N/A	N/A
RC00001381	ath-miR168a-5p	miRNA	Arabidopsis thaliana	Taxoid elicitor methyl jasmonate (MJ)	compound	N/A	miRBase:MIMAT0000198	CID:5281929	0.2331	qPCR	N/A	N/A
RC00001383	ath-miR169a-5p	miRNA	Arabidopsis thaliana	Abscisic acid (ABA)	compound	N/A	miRBase:MIMAT0000200	CID:5280896	0.2415	Northern blot	N/A	N/A
RC00001384	ath-miR169a-5p	miRNA	Arabidopsis thaliana	NaCl	compound	N/A	miRBase:MIMAT0000200	N/A	0.2415	Northern blot	N/A	N/A
RC00001385	ath-miR172b-3p	miRNA	Arabidopsis thaliana	Taxoid elicitor methyl jasmonate (MJ)	compound	N/A	miRBase:MIMAT0000205	CID:5281929	0.2331	qPCR	N/A	N/A
RC00003358	ath-miR319a	miRNA	Arabidopsis thaliana	Abscisic acid (ABA)	compound	N/A	miRBase:MIMAT0000511	CID:5280896	0.2415	N/A	Microarray	N/A
RC00003359	ath-miR319a	miRNA	Arabidopsis thaliana	NaCl	compound	N/A	miRBase:MIMAT0000511	N/A	0.2415	N/A	Microarray	N/A
RC00004821	ath-miR393a-5p	miRNA	Arabidopsis thaliana	Glyphosate	compound	N/A	miRBase:MIMAT0000934	CID:3496	0.2238	N/A	Microarray	N/A
RC00006768	ath-miR854a	miRNA	Arabidopsis thaliana	Glyphosate	compound	N/A	miRBase:MIMAT0004280	CID:3496	0.2238	N/A	Microarray	N/A
RC00008658	bdo-let-7	miRNA	Homo sapiens	Gemcitabine	compound	N/A	miRBase:MIMAT0045392	CID:60750	0.3684	qRT-PCR	N/A	N/A
RC00008657	bdo-let-7	miRNA	Homo sapiens	Paclitaxel	compound	N/A	miRBase:MIMAT0045392	CID:36314	0.5339	qRT-PCR	N/A	N/A
RC00008655	bdo-let-7	miRNA	Homo sapiens	Temozolomide	compound	N/A	miRBase:MIMAT0045392	CID:5394	0.4453	qPCR//ISH	N/A	N/A
RC00008656	bdo-let-7	miRNA	Homo sapiens	Vinblastine	compound	N/A	miRBase:MIMAT0045392	CID:13342	0.4453	qPCR//ISH	N/A	N/A
RC00006782	bna-miR156a	miRNA	Brassica napus	Cadmium	compound	N/A	miRBase:MIMAT0004445	CID:23973	0.2444	qPCR	N/A	N/A
RC00007655	bna-miR159	miRNA	Brassica napus	Cadmium	compound	N/A	miRBase:MIMAT0005635	CID:23973	0.2444	qPCR	N/A	N/A
RC00008621	bna-miR160a	miRNA	Brassica napus	Cadmium	compound	N/A	miRBase:MIMAT0023617	CID:23973	0.2444	qPCR	N/A	N/A
RC00007654	bna-miR164a	miRNA	Brassica napus	Glyphosate	compound	N/A	miRBase:MIMAT0005633	CID:3496	0.2238	N/A	Microarray	N/A
RC00008622	bna-miR164b	miRNA	Brassica napus	Cadmium	compound	N/A	miRBase:MIMAT0023622	CID:23973	0.2444	qPCR	N/A	N/A
RC00008623	bna-miR164c	miRNA	Brassica napus	Glyphosate	compound	N/A	miRBase:MIMAT0023623	CID:3496	0.2238	N/A	Microarray	N/A
RC00007651	bna-miR167a	miRNA	Brassica napus	Cadmium	compound	N/A	miRBase:MIMAT0005626	CID:23973	0.2444	qPCR	N/A	N/A
RC00007652	bna-miR167b	miRNA	Brassica napus	Cadmium	compound	N/A	miRBase:MIMAT0005627	CID:23973	0.2444	qPCR	N/A	N/A
RC00007653	bna-miR167c	miRNA	Brassica napus	Cadmium	compound	N/A	miRBase:MIMAT0005628	CID:23973	0.2444	qPCR	N/A	N/A
RC00007650	bna-miR168a	miRNA	Brassica napus	Cadmium	compound	N/A	miRBase:MIMAT0005625	CID:23973	0.2444	qPCR	N/A	N/A
RC00008624	bna-miR394a	miRNA	Brassica napus	Cadmium	compound	N/A	miRBase:MIMAT0023634	CID:23973	0.2444	qPCR	N/A	N/A
RC00008625	bna-miR394b	miRNA	Brassica napus	Cadmium	compound	N/A	miRBase:MIMAT0023635	CID:23973	0.2444	qPCR	N/A	N/A
RC00008792	bna-miR394c	miRNA	Brassica napus	Cadmium	compound	N/A	N/A	CID:23973	0.2444	qPCR	N/A	N/A
RC00006583	bta-miR-103	miRNA	Bos taurus	Trenbolone acetate (TBA) + 17beta-estradiol (E2)	compound	N/A	miRBase:MIMAT0003521	N/A	0.2351	qPCR	N/A	N/A
RC00006778	bta-miR-15a	miRNA	Bos taurus	Trenbolone acetate (TBA) + 17beta-estradiol (E2)	compound	N/A	miRBase:MIMAT0004334	N/A	0.2351	qPCR	N/A	N/A
RC00006636	bta-miR-181c	miRNA	Bos taurus	Trenbolone acetate (TBA) + 17beta-estradiol (E2)	compound	N/A	miRBase:MIMAT0003817	N/A	0.2351	qPCR	N/A	N/A
RC00006584	bta-miR-20a	miRNA	Bos taurus	Trenbolone acetate (TBA) + 17beta-estradiol (E2)	compound	N/A	miRBase:MIMAT0003527	N/A	0.2351	qPCR	N/A	N/A
RC00006637	bta-miR-29c	miRNA	Bos taurus	Trenbolone acetate (TBA) + 17beta-estradiol (E2)	compound	N/A	miRBase:MIMAT0003829	N/A	0.2351	qPCR	N/A	N/A
RC00006779	bta-miR-34a	miRNA	Bos taurus	Trenbolone acetate (TBA) + 17beta-estradiol (E2)	compound	N/A	miRBase:MIMAT0004340	N/A	0.2351	qPCR	N/A	N/A
RC00007539	cel-miR-1018	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0005031	CID:89594	0.1226	N/A	Microarray	N/A
RC00007593	cel-miR-1022-5p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0005523	CID:89594	0.1226	N/A	Microarray	N/A
RC00007880	cel-miR-1817	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0006584	CID:89594	0.1226	N/A	Microarray	N/A
RC00007881	cel-miR-1820-5p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0006587	CID:89594	0.1226	N/A	Microarray	N/A
RC00007882	cel-miR-1821-3p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0006588	CID:89594	0.1226	N/A	Microarray	N/A
RC00007899	cel-miR-1829b-5p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0006770	CID:89594	0.1226	N/A	Microarray	N/A
RC00007900	cel-miR-1833	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0006775	CID:89594	0.1226	N/A	Microarray	N/A
RC00007992	cel-miR-2209a-3p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0011432	CID:89594	0.1226	N/A	Microarray	N/A
RC00007993	cel-miR-2210-5p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0011435	CID:89594	0.1226	N/A	Microarray	N/A
RC00007994	cel-miR-2215-3p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0011446	CID:89594	0.1226	N/A	Microarray	N/A
RC00007995	cel-miR-2216-3p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0011448	CID:89594	0.1226	N/A	Microarray	N/A
RC00002248	cel-miR-2220-3p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0011462	CID:89594	0.1226	N/A	Microarray	N/A
RC00008161	cel-miR-230-5p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0015113	CID:89594	0.1226	N/A	Microarray	N/A
RC00002277	cel-miR-235-3p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0000290	CID:89594	0.1226	N/A	Microarray	N/A
RC00002278	cel-miR-241-5p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0000297	CID:89594	0.1226	N/A	Microarray	N/A
RC00002279	cel-miR-242	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0000298	CID:89594	0.1226	N/A	Microarray	N/A
RC00002280	cel-miR-243-3p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0000299	CID:89594	0.1226	N/A	Microarray	N/A
RC00006755	cel-miR-255-3p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0004216	CID:89594	0.1226	N/A	Microarray	N/A
RC00002281	cel-miR-258	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0000313	CID:89594	0.1226	N/A	Microarray	N/A
RC00002282	cel-miR-259-5p	miRNA	Caenorhabditis elegans	Nicotine	compound	N/A	miRBase:MIMAT0000314	CID:89594	0.1226	N/A	Microarray	N/A
