RNAInterID,Interactor1.Symbol,Category1,Species1,Interactor2.Symbol,Category2,Species2,Raw_ID1,Raw_ID2,score,strong,weak,predict
RC00000172,cel-miR-90-3p,miRNA,Caenorhabditis elegans,Nicotine,compound,,MIMAT0000061,89594,0.1226,,Microarray,
RC00005171,dre-let-7a,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001759,74483,0.2128,,Microarray,
RC00005172,dre-let-7c-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001761,74483,0.2128,,Microarray,
RC00005173,dre-let-7f,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001764,74483,0.2128,,Microarray,
RC00005174,dre-miR-1,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001768,74483,0.2128,,Microarray,
RC00005212,dre-miR-100-5p,miRNA,Danio rerio,Ethanol,compound,,MIMAT0001813,702,0.231,,Microarray,
RC00005213,dre-miR-103,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001816,74483,0.2128,,Microarray,
RC00005215,dre-miR-107a-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001817,74483,0.2128,,Microarray,
RC00004888,dre-miR-10a-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001267,74483,0.2128,,Microarray,
RC00004889,dre-miR-10b-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001268,74483,0.2128,,Microarray,
RC00005175,dre-miR-10d-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001771,74483,0.2128,,Microarray,
RC00005217,dre-miR-122,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001818,74483,0.2128,,Microarray,
RC00005218,dre-miR-124-3p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001819,15625,0.2175,,Microarray,
RC00005219,dre-miR-124-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001819,74483,0.2128,,Microarray,
RC00005220,dre-miR-125a,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001820,74483,0.2128,,Microarray,
RC00005221,dre-miR-125b-5p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001821,15625,0.2175,,Microarray,
RC00005222,dre-miR-125b-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001821,74483,0.2128,,Microarray,
RC00005223,dre-miR-125c-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001822,74483,0.2128,,Microarray,
RC00005224,dre-miR-126a-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001823,74483,0.2128,,Microarray,
RC00005225,dre-miR-128-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001824,74483,0.2128,,Microarray,
RC00005226,dre-miR-129-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001825,74483,0.2128,,Microarray,
RC00005227,dre-miR-130b,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001827,74483,0.2128,,Microarray,
RC00005228,dre-miR-133a-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001830,74483,0.2128,,Microarray,
RC00005229,dre-miR-133b-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001831,74483,0.2128,,Microarray,
RC00005232,dre-miR-133c-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001832,74483,0.2128,,Microarray,
RC00005233,dre-miR-138-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001835,74483,0.2128,,Microarray,
RC00005834,dre-miR-140-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003159,74483,0.2128,,Microarray,
RC00005235,dre-miR-141-3p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001837,15625,0.2175,,Microarray,
RC00005236,dre-miR-143,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001840,74483,0.2128,,Microarray,
RC00005237,dre-miR-144-3p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001841,15625,0.2175,,Microarray,
RC00005238,dre-miR-150,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001846,74483,0.2128,,Microarray,
RC00005241,dre-miR-153a-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001849,74483,0.2128,,Microarray,
RC00005239,dre-miR-153b-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001848,74483,0.2128,,Microarray,
RC00005242,dre-miR-153c-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001850,74483,0.2128,,Microarray,
RC00005176,dre-miR-15a-5p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001772,15625,0.2175,,Microarray,
RC00005177,dre-miR-15b-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001773,74483,0.2128,,Microarray,
RC00006627,dre-miR-15c,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003764,74483,0.2128,,Microarray,
RC00005178,dre-miR-16b,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001775,74483,0.2128,,Microarray,
RC00006474,dre-miR-17a-3p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0003396,15625,0.2175,,Microarray,
RC00005179,dre-miR-17a-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001777,74483,0.2128,,Microarray,
RC00005066,dre-miR-181a-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001623,74483,0.2128,,Microarray,
RC00005243,dre-miR-181c-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001852,74483,0.2128,,Microarray,
RC00004891,dre-miR-182-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001271,74483,0.2128,,Microarray,
RC00004893,dre-miR-183-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001273,74483,0.2128,,Microarray,
RC00005244,dre-miR-184,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001853,74483,0.2128,,Microarray,
RC00005181,dre-miR-18a,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001779,74483,0.2128,,Microarray,
RC00005182,dre-miR-18b-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001780,74483,0.2128,,Microarray,
RC00005183,dre-miR-18c,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001781,15625,0.2175,,Microarray,
RC00005184,dre-miR-18c,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001781,74483,0.2128,,Microarray,
RC00004894,dre-miR-192,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001275,74483,0.2128,,Microarray,
RC00005245,dre-miR-193b-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001857,74483,0.2128,,Microarray,
RC00005246,dre-miR-194b,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001859,74483,0.2128,,Microarray,
RC00005833,dre-miR-199-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003155,74483,0.2128,,Microarray,
RC00005185,dre-miR-19b-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001783,74483,0.2128,,Microarray,
RC00005186,dre-miR-19c-3p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001784,15625,0.2175,,NGS,
RC00005188,dre-miR-19d-3p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001785,15625,0.2175,,NGS,
RC00005247,dre-miR-200b-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001862,74483,0.2128,,Microarray,
RC00005248,dre-miR-200c-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001863,74483,0.2128,,Microarray,
RC00004895,dre-miR-203a-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001278,74483,0.2128,,Microarray,
RC00005249,dre-miR-203b-3p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001865,15625,0.2175,,Microarray,
RC00005250,dre-miR-203b-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001865,74483,0.2128,,Microarray,
RC00006476,dre-miR-203b-5p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0003407,15625,0.2175,,Microarray,
RC00004896,dre-miR-204-5p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001279,15625,0.2175,,Microarray,
RC00004897,dre-miR-204-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001279,74483,0.2128,,Microarray,
RC00004898,dre-miR-205-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001280,74483,0.2128,,Microarray,
RC00005251,dre-miR-206-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001866,74483,0.2128,,Microarray,
RC00005190,dre-miR-20a-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001786,74483,0.2128,,Microarray,
RC00005180,dre-miR-20b-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001778,74483,0.2128,,Microarray,
RC00005191,dre-miR-21,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001787,74483,0.2128,,Microarray,
RC00005793,dre-miR-212,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003049,74483,0.2128,,Microarray,
RC00004899,dre-miR-214,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001283,74483,0.2128,,Microarray,
RC00005252,dre-miR-216b,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001867,15625,0.2175,,NGS,
RC00005253,dre-miR-216b,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001867,74483,0.2128,,Microarray,
RC00004900,dre-miR-217,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001285,74483,0.2128,,Microarray,
RC00005254,dre-miR-218a,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001868,15625,0.2175,,Microarray,
RC00005255,dre-miR-218a,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001868,74483,0.2128,,Microarray,
RC00004901,dre-miR-221-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001288,74483,0.2128,,Microarray,
RC00004902,dre-miR-222a-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001289,74483,0.2128,,Microarray,
RC00005193,dre-miR-22a-3p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001788,15625,0.2175,,Microarray,
RC00005194,dre-miR-22a-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001788,74483,0.2128,,Microarray,
RC00005195,dre-miR-23b,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001791,15625,0.2175,,Microarray,
RC00005196,dre-miR-24,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001792,15625,0.2175,,NGS,
RC00005197,dre-miR-25-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001793,74483,0.2128,,Microarray,
RC00005198,dre-miR-26a-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001794,74483,0.2128,,Microarray,
RC00005199,dre-miR-27a-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001796,74483,0.2128,,Microarray,
RC00005200,dre-miR-27b-3p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001797,15625,0.2175,,Microarray,
RC00005201,dre-miR-27b-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001797,74483,0.2128,,Microarray,
RC00005202,dre-miR-27c-3p,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001798,15625,0.2175,,Microarray,
RC00006475,dre-miR-27c-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003401,74483,0.2128,,Microarray,
RC00005203,dre-miR-27d,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001799,15625,0.2175,,Microarray,
RC00005205,dre-miR-30c-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001805,74483,0.2128,,Microarray,
RC00005206,dre-miR-30d,miRNA,Danio rerio,Ethanol,compound,,MIMAT0001806,702,0.231,,Microarray,
RC00005207,dre-miR-30e-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001807,74483,0.2128,,Microarray,
RC00006430,dre-miR-31,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003347,74483,0.2128,,Microarray,
RC00006624,dre-miR-34c-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003759,74483,0.2128,,Microarray,
RC00005256,dre-miR-375,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001876,74483,0.2128,,Microarray,
RC00004997,dre-miR-430a-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001423,74483,0.2128,,Microarray,
RC00004998,dre-miR-430b-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001424,74483,0.2128,,Microarray,
RC00004999,dre-miR-430c-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001425,74483,0.2128,,Microarray,
RC00005115,dre-miR-451,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001634,15625,0.2175,,Microarray,
RC00005116,dre-miR-451,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001634,74483,0.2128,,Microarray,
RC00005257,dre-miR-454a,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001877,15625,0.2175,,NGS,
RC00005258,dre-miR-454b,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0001878,15625,0.2175,,NGS,
RC00005259,dre-miR-454b,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001878,74483,0.2128,,Microarray,
RC00005260,dre-miR-456,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001882,74483,0.2128,,Microarray,
RC00005261,dre-miR-457a,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001883,74483,0.2128,,Microarray,
RC00005262,dre-miR-457b-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001884,74483,0.2128,,Microarray,
RC00005263,dre-miR-460-5p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001887,74483,0.2128,,Microarray,
RC00005792,dre-miR-489,miRNA,Danio rerio,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0002940,15625,0.2175,,NGS,
RC00006621,dre-miR-724,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003752,74483,0.2128,,Microarray,
RC00006622,dre-miR-725-3p,miRNA,Danio rerio,Ethanol,compound,,MIMAT0003753,702,0.231,,Microarray,
RC00006623,dre-miR-727-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003756,74483,0.2128,,Microarray,
RC00006625,dre-miR-732,miRNA,Danio rerio,Ethanol,compound,,MIMAT0003762,702,0.231,,Microarray,
RC00006626,dre-miR-733,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003763,74483,0.2128,,Microarray,
RC00006628,dre-miR-734,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003765,74483,0.2128,,Microarray,
RC00006631,dre-miR-738,miRNA,Danio rerio,Ethanol,compound,,MIMAT0003769,702,0.231,,Microarray,
RC00006632,dre-miR-738,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0003769,74483,0.2128,,Microarray,
RC00005208,dre-miR-92a-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001808,74483,0.2128,,Microarray,
RC00005209,dre-miR-92b-3p,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001809,74483,0.2128,,Microarray,
RC00005210,dre-miR-93,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001810,74483,0.2128,,Microarray,
RC00005211,dre-miR-99,miRNA,Danio rerio,Perfluorooctane sulfonate,compound,,MIMAT0001812,74483,0.2128,,Microarray,
RC00008049,ghr-miR167a,miRNA,Gossypium hirsutum,Glyphosate,compound,,MIMAT0014332,3496,0.2238,,Microarray,
RC00008616,gma-miR164c,miRNA,Glycine max,Glyphosate,compound,,MIMAT0020976,3496,0.2238,,Microarray,
RC00008629,gma-miR164f,miRNA,Glycine max,Glyphosate,compound,,MIMAT0024890,3496,0.2238,,Microarray,
RC00006788,hsa-let-7a-3p,miRNA,Homo sapiens,Emodin,compound,,MIMAT0004481,3220,0.2118,,Microarray,
RC00006789,hsa-let-7a-3p,miRNA,Homo sapiens,Gemcitabine,compound,,MIMAT0004481,60750,0.3111,,Microarray,
RC00000176,hsa-let-7a-5p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0000062,3385,0.2193,,Microarray,
RC00000180,hsa-let-7a-5p,miRNA,Homo sapiens,Estradiol,compound,,MIMAT0000062,5757,0.2476,,Microarray,
RC00000173,hsa-let-7a-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000062,712,0.2237,,Microarray,
RC00000198,hsa-let-7a-5p,miRNA,Homo sapiens,PLX4720,compound,,MIMAT0000062,24180719,0.3638,,smRNA-seq,
RC00000192,hsa-let-7a-5p,miRNA,Homo sapiens,Retinoic acid,compound,,MIMAT0000062,444795,0.3202,,Microarray,
RC00000191,hsa-let-7a-5p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000062,444732,0.2214,,Microarray,
RC00000199,hsa-let-7a-5p,miRNA,Homo sapiens,XMD8-92,compound,,MIMAT0000062,46843772,0.261,,Microarray,
RC00006790,hsa-let-7b-3p,miRNA,Homo sapiens,Vorinostat,compound,,MIMAT0004482,5311,0.2161,,Microarray,
RC00000220,hsa-let-7b-5p,miRNA,Homo sapiens,Activin A,compound,,MIMAT0000063,229455,0.2228,,Microarray,
RC00000222,hsa-let-7b-5p,miRNA,Homo sapiens,Eloxatine,compound,,MIMAT0000063,5310940,0.2236,,Microarray,
RC00000213,hsa-let-7b-5p,miRNA,Homo sapiens,Estradiol,compound,,MIMAT0000063,5757,0.2476,,Microarray,
RC00000207,hsa-let-7b-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000063,712,0.2237,,Microarray,
RC00000223,hsa-let-7b-5p,miRNA,Homo sapiens,PLX4720,compound,,MIMAT0000063,24180719,0.3638,,smRNA-seq,
RC00000247,hsa-let-7c-5p,miRNA,Homo sapiens,Activin A,compound,,MIMAT0000064,229455,0.2228,,Microarray,
