Raw_ID1,Raw_ID2,label
hsa_circ_0001772,123865,0
MIMAT0003307,5073,0
MIMAT0001800,15625,1
101929023,6857599,0
hsa_circ_0021727,5280445,0
201651,208908,0
55000,60750,1
MIMAT0004877,667639,0
hsa_circ_0007551,5280343,0
hsa_circ_0005941,15951529,1
hsa_circ_0005513,544,0
100131814,8029,0
MIMAT0004886,21109,0
MIMAT0000646,446556,0
MIMAT0003177,5222465,0
MIMAT0000761,5310940,1
MIMAT0014999,216326,0
hsa_circ_0059665,2244,0
hsa_circ_0002402,60953,0
MIMAT0004937,9700,0
MIMAT0005952,44631912,0
MIMAT0003380,3019,0
MIMAT0000279,1130,0
644242,13342,0
649446,6918289,0
MIMAT0035719,24180719,0
MIMAT0015342,54671203,0
MIMAT0026739,1983,0
MIMAT0000142,285033,0
MIMAT0007892,31703,1
hsa_circ_0032154,5284583,0
MIMAT0015317,2723601,0
MIMAT0000448,44259,0
hsa_circ_0005164,73581,0
MIMAT0009447,702,0
101060524,455658,0
100507334,6115,0
MIMAT0019732,5329102,0
MIMAT0001736,5281929,0
101669762,644241,0
MIMAT0000094,5280343,0
MIMAT0004621,261000,0
340811,54675776,0
MIMAT0000717,5284583,0
100131814,97226,0
100132529,141643,0
hsa_circ_0005397,261004,0
MIMAT0000229,5284616,1
MIMAT0005899,15,0
MIMAT0003894,93004,0
hsa_circ_0070098,25262965,0
MIMAT0003204,4891,0
MIMAT0003195,11960529,0
MIMAT0000459,5394,1
104355136,6918837,0
MIMAT0005883,148124,0
MIMAT0000381,123631,0
MIMAT0009203,3386,0
MIMAT0001816,451668,0
hsa_circ_0050581,6410,0
MIMAT0000280,3385,1
MIMAT0004837,5641,0
MIMAT0000692,77999,0
MIMAT0003264,7222,0
MIMAT0004893,21109,0
MIMAT0004867,5280961,0
100129075,24497,0
MIMAT0000245,3385,1
MIMAT0001863,5284616,0
MIMAT0004929,261000,0
MIMAT0048133,5280453,0
286333,5943,0
MIMAT0000258,31703,1
MIMAT0004646,15939,0
MIMAT0000368,16078949,0
hsa_circ_0008539,122634,0
hsa_circ_0064808,6440495,0
hsa_circ_0077007,1983,0
MIMAT0003880,108065,1
MIMAT0019876,5318517,0
hsa_circ_0006691,145858,0
MIMAT0003888,5978,1
MIMAT0000879,636397,0
MIMAT0015051,11635763,0
MIMAT0003886,4641,0
100499484,5281614,0
MIMAT0019916,3071,0
MIMAT0000381,60780,0
MIMAT0004233,9547215,0
MIMAT0015063,4158,0
MIMAT0017134,2244,0
MIMAT0000127,135403648,0
MIMAT0001862,442793,0
MIMAT0000721,6505803,0
100507500,5959,0
MIMAT0015195,216326,0
MIMAT0000318,5310940,1
hsa_circ_0002303,15951529,1
101928674,6013,0
MIMAT0004501,5283344,0
MIMAT0004648,9547215,0
MIMAT0000090,2767,1
MIMAT0003276,3763,0
MIMAT0000231,47318,1
hsa_circ_0000324,15625,0
MIMAT0002814,6468,0
MIMAT0000772,444732,0
hsa_circ_0037447,46843772,0
644649,104842,0
MIMAT0019958,3763,0
MIMAT0000063,3385,1
hsa_circ_0083026,56843276,0
101929559,3961,0
MIMAT0005291,1673,0
MIMAT0004280,636397,0
MIMAT0003741,460612,0
MIMAT0000073,41867,1
MIMAT0000461,7222,1
MIMAT0000143,444732,0
MIMAT0003469,13089,0
MIMAT0000879,42611257,0
MIMAT0001821,3121,0
MIMAT0000691,2520,1
MIMAT0003890,64971,0
MIMAT0015069,3385,1
MIMAT0003453,24288,0
100129196,6623,0
MIMAT0000431,37542,0
MIMAT0001370,24268,1
hsa_circ_0089652,3117,0
hsa_circ_0075281,4158,0
hsa_circ_0009172,15951529,1
MIMAT0001283,4891,0
MIMAT0000714,5280453,0
340811,638278,0
51530,114900,0
MIMAT0004708,444795,1
MIMAT0002860,6089,0
hsa_circ_0087357,689043,0
MIMAT0019834,261004,0
MIMAT0005886,45266826,0
MIMAT0000375,5288826,0
MIMAT0003466,145858,0
hsa_circ_0003273,4829,0
hsa_circ_0008030,46843772,0
100270980,60700,0
hsa_circ_0008806,176870,0
MIMAT0005951,445858,0
104326188,6279,0
MIMAT0004574,3652,0
MIMAT0003310,452548,0
MIMAT0000777,3779,1
MIMAT0000687,1548943,0
100874058,6001,0
hsa_circ_0000763,4946,0
MIMAT0000141,5280427,0
MIMAT0000435,6001,0
646201,162282,0
hsa_circ_0050581,6057,0
100132923,2723601,0
hsa_circ_0023115,71496458,0
100132967,5746,0
hsa_circ_0006101,452548,0
MIMAT0015083,2187,0
MIMAT0000618,5281811,0
MIMAT0004591,969516,1
MIMAT0000526,265237,0
100128811,60953,0
MIMAT0005791,8490,0
100507500,42890,0
hsa_circ_0003302,164676,0
hsa_circ_0000554,3019,0
hsa_circ_0074595,10836,0
29940,49803145,0
MIMAT0002816,123631,1
100048912,253602,0
MIMAT0000254,31703,1
414243,31703,1
MIMAT0003889,23939,0
MIMAT0003049,1207,0
441242,444795,0
hsa_circ_0018440,15951529,1
339926,23939,0
hsa_circ_0038090,15951529,1
hsa_circ_0001318,442793,0
MIMAT0000817,4624,0
hsa_circ_0005741,2733526,0
MIMAT0000544,5994,0
MIMAT0004635,6468,0
MIMAT0005460,54671203,0
MIMAT0003882,15939,0
100996645,5288209,0
101929027,114900,0
hsa_circ_0003426,15951529,1
MIMAT0001283,229455,0
MIMAT0018001,65015,0
hsa_circ_0051908,5311,0
MIMAT0000594,445154,1
MIMAT0000073,3385,1
MIMAT0015339,6279,0
MIMAT0005576,969516,0
MIMAT0002837,3961,0
MIMAT0000517,5789,0
MIMAT0000570,10836,0
104266957,985,0
MIMAT0001821,53232,0
MIMAT0000090,60750,1
MIMAT0000146,43815,0
MIMAT0011446,47936,0
MIMAT0000230,2244,0
MIMAT0015080,24978538,0
100506697,3652,0
MIMAT0000869,5280448,0
105378769,9444,0
MIMAT0006764,42890,0
100271075,56649450,0
MIMAT0001846,8378,0
MIMAT0000449,31703,1
hsa_circ_0003602,23939,0
MIMAT0000426,15951529,0
MIMAT0005972,5288209,0
MIMAT0004616,6197,0
100616668,4641,0
MIMAT0000262,5284373,0
hsa_circ_0007031,2767,0
MIMAT0002823,3229,0
MIMAT0004487,36462,0
100287216,5360373,0
hsa_circ_0007148,60953,0
MIMAT0013802,60750,1
100131604,1548943,0
MIMAT0000265,441074,0
MIMAT0016863,38904,1
MIMAT0000226,4033,1
MIMAT0002816,60750,1
MIMAT0003163,31703,1
MIMAT0013982,36314,0
MIMAT0004621,5284616,1
MIMAT0004187,3101,0
105375401,455658,0
MIMAT0004943,5288826,0
MIMAT0000420,6505803,0
MIMAT0002877,6253,0
hsa_circ_0062545,229455,0
MIMAT0000240,119104,0
MIMAT0001773,2995,0
MIMAT0004780,6918837,0
MIMAT0004513,6468,0
MIMAT0003163,171548,1
MIMAT0000600,72301,0
MIMAT0019887,60750,1
MIMAT0001768,13089,0
MIMAT0004519,2375,0
MIMAT0000256,42890,1
hsa_circ_0069821,4095,0
hsa_circ_0007632,222757,0
MIMAT0000246,164676,0
MIMAT0000269,43815,1
MIMAT0001733,24268,1
hsa_circ_0019589,21633059,0
hsa_circ_0006131,65015,0
MIMAT0000828,31703,0
MIMAT0000530,60823,1
MIMAT0018994,176870,0
892,6857599,1
MIMAT0000262,108065,0
hsa_circ_0009043,462382,0
MIMAT0000253,6253,1
hsa_circ_0000036,5978,0
MIMAT0005903,6036,0
MIMAT0004556,171548,0
29797,10635,0
MIMAT0000752,13342,1
MIMAT0003317,36314,1
MIMAT0004559,5394,1
hsa_circ_0008771,3019,0
MIMAT0019850,1175,0
MIMAT0000851,5280951,0
hsa_circ_0000521,3028194,0
hsa_circ_0078607,1548943,0
MIMAT0000438,54670067,0
MIMAT0019958,4095,0
100144603,23725625,0
MIMAT0000554,24497,0
MIMAT0000145,176870,0
MIMAT0001387,3103,0
hsa_circ_0028098,6623,0
MIMAT0000267,790,0
MIMAT0004795,1130,0
MIMAT0019045,60750,1
663,5352624,0
hsa_circ_0008870,1130,0
hsa_circ_0001318,5329102,0
MIMAT0000688,23973,0
MIMAT0001268,24759,0
108570035,444254,0
hsa_circ_0086490,11556711,0
MIMAT0002863,24978538,1
MIMAT0004807,9915743,0
hsa_circ_0037511,5881,0
hsa_circ_0002961,45266826,0
hsa_circ_0087861,24759,0
MIMAT0000751,462382,0
101928516,5283344,0
MIMAT0005955,6001,0
hsa_circ_0007275,969516,0
MIMAT0000080,5881,0
286333,5311,0
hsa_circ_0001445,11626560,0
MIMAT0000746,712,0
MIMAT0004238,73581,0
MIMAT0017063,445580,0
hsa_circ_0072837,5951,0
MIMAT0000526,5288209,0
MIMAT0004952,56842234,0
MIMAT0000726,97226,1
100507246,24288,0
150538,54454,0
MIMAT0000062,31703,1
MIMAT0000690,25183872,0
MIMAT0001079,5359268,1
MIMAT0000603,5280427,0
hsa_circ_0039216,60838,0
MIMAT0005795,5310940,1
MIMAT0000899,3821,0
MIMAT0000736,24497,0
hsa_circ_0047270,6253,0
hsa_circ_0003643,71496458,0
MIMAT0002822,5790,0
MIMAT0015024,3690,0
MIMAT0003277,17754356,0
hsa_circ_0022434,36314,1
MIMAT0015072,210332,0
MIMAT0000160,442793,0
hsa_circ_0001568,6036,0
MIMAT0019757,3385,1
hsa_circ_0038090,4091,0
MIMAT0003298,261000,0
MIMAT0005865,3385,1
hsa_circ_0003940,93004,0
MIMAT0018002,6918289,0
MIMAT0000529,6918837,1
MIMAT0006700,1983,0
MIMAT0000072,5280896,0
MIMAT0005950,15939,0
MIMAT0001364,6076,0
MIMAT0004562,24360,0
MIMAT0000758,5291,1
MIMAT0000727,2767,1
645682,896,0
MIMAT0005870,5462222,0
hsa_circ_0017449,387447,0
hsa_circ_0048956,15951529,1
hsa_circ_0069997,6623,0
MIMAT0003281,5310940,1
101929147,5793,0
23612,253602,0
hsa_circ_0005185,54670067,0
MIMAT0002864,11626560,0
MIMAT0019749,5310940,0
MIMAT0000982,444732,0
hsa_circ_0089371,5757,0
MIMAT0016890,91820602,0
MIMAT0006584,16132265,0
hsa_circ_0002060,23725625,0
hsa_circ_0002755,1983,0
26058,3386,0
MIMAT0005850,3229,0
MIMAT0019006,162282,0
MIMAT0002856,5073,0
ENSG00000255237,72301,0
MIMAT0003326,2907,1
MIMAT0003490,6442177,0
MIMAT0003287,126941,0
MIMAT0000722,285033,1
MIMAT0005459,5280445,0
MIMAT0024890,60953,0
MIMAT0004236,5538,0
MIMAT0003485,9064,1
MIMAT0003317,65110,0
MIMAT0004790,5284583,0
MIMAT0001867,9444,0
MIMAT0004947,36314,1
MIMAT0002876,2767,0
100128398,2723601,0
hsa_circ_0080649,54680783,0
MIMAT0005788,65348,0
hsa_circ_0001847,1674,0
MIMAT0003886,6253,0
197187,5284583,0
hsa_circ_0005004,6197,0
MIMAT0000764,5280795,1
MIMAT0000414,3652,0
MIMAT0016863,31703,1
hsa_circ_0009362,285033,0
MIMAT0002825,443586,0
MIMAT0018932,5288826,0
MIMAT0000757,5291,1
MIMAT0004237,44631912,0
MIMAT0004553,123865,0
MIMAT0003320,6623,0
hsa_circ_0005087,24978538,0
hsa_circ_0044837,138374198,0
hsa_circ_0003136,5329102,0
hsa_circ_0003489,4641,0
MIMAT0002820,5310940,1
MIMAT0002838,689043,0
338758,8490,0
hsa_circ_0084615,72304,0
MIMAT0003317,5361,0
MIMAT0004723,442428,0
hsa_circ_0000211,6076,0
MIMAT0048134,23973,0
MIMAT0001806,119307,0
MIMAT0003376,36462,0
MIMAT0037307,1176,0
7508,657237,0
hsa_circ_0077007,229455,0
193629,24360,0
MIMAT0000820,65348,0
MIMAT0015026,285033,0
MIMAT0001341,123631,1
MIMAT0005945,387447,0
MIMAT0000439,446220,1
hsa_circ_0000192,126941,1
MIMAT0000551,3690,0
hsa_circ_0008817,4158,0
6301,3821,0
hsa_circ_0008926,15951529,1
MIMAT0003228,5329102,1
hsa_circ_0002089,5361,0
MIMAT0000280,2733,1
MIMAT0003250,6076,0
MIMAT0000100,442972,1
MIMAT0002840,1207,0
150538,265237,0
hsa_circ_0005623,15951529,1
hsa_circ_0005949,29327,0
MIMAT0001822,123631,0
MIMAT0000438,3028194,1
MIMAT0018982,3652,0
MIMAT0000510,5310940,1
101929660,5538,0
101927482,24497,0
MIMAT0000074,2733526,1
MIMAT0004977,2767,1
MIMAT0007347,3386,0
MIMAT0015042,36314,1
MIMAT0000687,6468,0
hsa_circ_0000557,6857599,0
MIMAT0004814,1207,0
MIMAT0000557,60953,0
hsa_circ_0042435,60852,0
MIMAT0000208,145858,0
MIMAT0000790,2662,0
MIMAT0000460,43815,1
MIMAT0002846,2767,1
MIMAT0004661,784,0
MIMAT0000752,36314,1
MIMAT0005576,3071,0
hsa_circ_0011292,1176,0
hsa_circ_0027491,3385,1
55165,5959,0
MIMAT0000084,148124,1
MIMAT0000235,445858,0
MIMAT0000064,3385,1
hsa_circ_0072837,9949648,0
MIMAT0000646,6167,0
hsa_circ_0080649,3902,0
101928880,445639,0
8453,124886,0
111216280,73581,0
MIMAT0000983,5280896,1
MIMAT0004671,216239,1
MIMAT0001732,104746,0
MIMAT0000823,171548,0
hsa_circ_0000038,89594,0
MIMAT0004519,544,0
hsa_circ_0002987,9949648,0
MIMAT0019745,176870,0
MIMAT0019738,3006531,0
MIMAT0004953,261000,0
MIMAT0004450,31703,1
MIMAT0000898,36462,0
MIMAT0005881,31703,1
MIMAT0005307,6076,1
hsa_circ_0043469,36462,0
MIMAT0004852,5865,0
MIMAT0001020,5280951,0
hsa_circ_0002303,3220,0
MIMAT0000249,24759,0
hsa_circ_0080210,104746,0
MIMAT0004903,2767,1
MIMAT0003389,6279,1
hsa_circ_0001646,5281614,0
hsa_circ_0072088,29327,0
100287082,5288209,0
hsa_circ_0003602,2578,0
728374,9547215,0
MIMAT0015193,5951,0
100033416,60780,0
100132111,6505803,0
100126799,6857599,1
100130691,2723601,0
MIMAT0004923,1175,0
MIMAT0018994,638278,0
MIMAT0015325,4891,0
MIMAT0011162,5793,0
hsa_circ_0003511,15951529,1
MIMAT0004933,5281708,0
101927528,107985,0
MIMAT0004787,11953817,0
MIMAT0002821,5641,0
MIMAT0005280,9444,0
hsa_circ_0056281,44631912,0
MIMAT0000075,5282350,0
MIMAT0000423,104746,1
MIMAT0001796,5280427,0
hsa_circ_0025513,5755,0
MIMAT0002888,222757,0
MIMAT0000782,123631,0
MIMAT0000426,3385,1
MIMAT0004541,5360373,0
MIMAT0000757,2733526,1
MIMAT0000156,12967,1
hsa_circ_0068458,445434,0
391267,24978538,0
MIMAT0006588,15625,0
MIMAT0004871,702,1
MIMAT0019820,60750,1
hsa_circ_0048956,24497,0
101927125,5280448,0
hsa_circ_0063179,4641,0
MIMAT0019774,638278,0
MIMAT0019765,442793,0
MIMAT0001809,126941,0
MIMAT0000450,126941,1
MIMAT0019053,73581,0
hsa_circ_0023249,5978,0
MIMAT0000187,5746,0
MIMAT0004609,446220,0
MIMAT0000126,2995,0
MIMAT0000721,31703,1
MIMAT0003389,702,1
100129858,4763,0
hsa_circ_0003136,15951529,1
MIMAT0003265,9576410,0
MIMAT0000217,6013,0
MIMAT0000825,16197265,0
MIMAT0042989,4158,0
MIMAT0004591,37542,0
MIMAT0003241,2520,1
MIMAT0004982,5310940,1
MIMAT0001076,737139,0
MIMAT0000690,11707110,0
102467147,6041,0
hsa_circ_0027491,3345,0
MIMAT0000417,253602,0
MIMAT0000278,28486,1
hsa_circ_0001372,25183872,0
hsa_circ_0000030,15951529,1
MIMAT0000899,3006531,0
MIMAT0019337,2336,0
hsa_circ_0008870,15951529,1
hsa_circ_0061107,126941,0
100499405,21109,0
MIMAT0000223,31401,0
MIMAT0002834,141643,0
100131604,445154,0
MIMAT0019848,2336,0
MIMAT0001631,5284373,1
646405,56842234,0
MIMAT0004556,5280445,0
MIMAT0003737,2336,0
MIMAT0018927,5743,0
MIMAT0006765,5329102,1
MIMAT0001627,8378,0
MIMAT0003409,445858,0
MIMAT0000459,216239,1
MIMAT0015010,6918289,0
MIMAT0005285,5283344,0
MIMAT0000708,6442177,0
MIMAT0000099,24978538,1
hsa_circ_0062545,5994,0
MIMAT0000249,14888,0
MIMAT0000588,449171,0
hsa_circ_0008702,5943,0
MIMAT0005881,6001,0
MIMAT0001623,122724,0
MIMAT0000377,8490,0
hsa_circ_0003461,5978,0
MIMAT0000579,54454,0
MIMAT0005797,5310940,1
MIMAT0005891,7222,0
MIMAT0002810,122634,0
MIMAT0009196,36314,1
100507056,2767,1
MIMAT0004790,702,1
MIMAT0000084,387447,1
101928495,10836,0
MIMAT0002853,445434,0
MIMAT0000833,77999,0
MIMAT0000239,114900,0
MIMAT0000377,53232,0
hsa_circ_0079385,4624,0
MIMAT0000086,6076,0
MIMAT0005860,443586,1
100874366,54671203,0
MIMAT0003945,1207,0
hsa_circ_0089414,60823,0
MIMAT0004703,2051,0
MIMAT0018078,6442177,0
MIMAT0004812,104842,0
MIMAT0019021,1673,0
MIMAT0001091,122634,0
MIMAT0004916,4641,0
100126299,9444,0
MIMAT0000425,60750,1
MIMAT0000253,36314,1
MIMAT0018178,969516,0
MIMAT0002811,31703,1
MIMAT0002843,2767,1
MIMAT0003112,5280453,0
MIMAT0024618,15951529,0
MIMAT0001722,23725625,0
hsa_circ_0080212,9915743,0
MIMAT0000095,5997,1
ENSG00000255237,6076,0
MIMAT0019854,47725,0
MIMAT0015065,387447,1
MIMAT0002861,3779,0
MIMAT0004553,3690,0
MIMAT0005827,60198,0
MIMAT0011448,11626560,0
MIMAT0007348,2767,1
MIMAT0000715,3385,1
MIMAT0018074,6076,0
hsa_circ_0003534,5282350,0
MIMAT0004491,1832,0
MIMAT0000846,21109,0
MIMAT0000432,784,1
MIMAT0019934,5280961,0
9774,2236,0
100506498,3117,0
hsa_circ_0039261,3019,0
390963,4641,0
MIMAT0015356,3101,0
MIMAT0000459,54454,0
MIMAT0015038,38904,0
MIMAT0000455,3385,1
hsa_circ_0006491,444732,0
hsa_circ_0049356,1673,0
100499183,24978538,0
MIMAT0003734,5284616,1
MIMAT0003210,5459308,0
MIMAT0004597,44259,0
MIMAT0002837,445154,0
MIMAT0000251,5381226,0
MIMAT0000652,21109,0
MIMAT0003339,47725,0
26220,72301,0
hsa_circ_0076917,439530,0
MIMAT0004813,4829,0
hsa_circ_0042265,3220,0
MIMAT0000419,123631,1
MIMAT0000378,2578,0
MIMAT0000158,5284616,1
MIMAT0002852,2336,0
MIMAT0014817,24978538,0
MIMAT0004700,9547215,0
MIMAT0000423,53232,0
hsa_circ_0008702,11635763,0
MIMAT0002805,4829,0
MIMAT0000445,60780,0
MIMAT0000836,4829,0
MIMAT0000048,737139,0
MIMAT0003337,5329102,1
hsa_circ_0003489,4946,0
MIMAT0019796,123596,0
MIMAT0003296,3062316,0
MIMAT0000264,31703,1
MIMAT0000149,261000,0
MIMAT0015051,4624,0
MIMAT0000753,31703,1
hsa_circ_0037511,56843276,0
MIMAT0000574,36314,0
hsa_circ_0000206,9444,0
MIMAT0003314,5281811,0
hsa_circ_0008518,2733,0
56997,24288,0
MIMAT0000087,702,0
100033421,23939,0
MIMAT0003256,216326,1
MIMAT0004532,3007,0
MIMAT0000838,5280445,1
MIMAT0000717,28486,0
MIMAT0003380,3763,0
MIMAT0005903,24268,0
MIMAT0015136,42611257,0
MIMAT0000280,241,1
hsa_circ_0022963,5951,0
MIMAT0000795,5280343,0
MIMAT0004764,6115,0
1397,6505803,0
MIMAT0018941,9576410,0
MIMAT0004669,443586,1
MIMAT0004573,443586,1
101929344,5959,0
MIMAT0003338,387447,1
MIMAT0000765,114900,1
MIMAT0004588,216326,1
MIMAT0000275,9547215,0
MIMAT0002060,60700,0
MIMAT0000262,104758,0
MIMAT0018997,216345,0
202181,5790,0
hsa_circ_0005741,7222,0
MIMAT0000207,11707110,0
MIMAT0000244,5746,1
100506368,9804992,0
MIMAT0003328,702,0
MIMAT0005626,5460341,0
MIMAT0004983,21633059,0
MIMAT0000592,36314,0
MIMAT0003306,176870,1
MIMAT0015356,11960529,0
MIMAT0019778,2187,0
MIMAT0003726,11556711,0
MIMAT0004956,9700,0
MIMAT0003253,31703,1
MIMAT0005939,3345,0
MIMAT0000255,1548943,1
MIMAT0003379,229455,0
MIMAT0018966,56842234,0
MIMAT0004518,11626560,0
MIMAT0000267,446220,0
MIMAT0000100,451668,1
hsa_circ_0013055,28486,0
MIMAT0005280,3103,0
MIMAT0005898,3385,1
MIMAT0004674,445858,1
MIMAT0019953,11556711,0
MIMAT0003286,5793,1
MIMAT0015144,449171,0
MIMAT0001588,5280360,0
MIMAT0000066,5310940,1
hsa_circ_0004271,24978538,0
MIMAT0015080,387447,1
hsa_circ_0004846,5462222,0
MIMAT0004934,123596,0
hsa_circ_0008621,15951529,1
hsa_circ_0022589,29327,0
hsa_circ_0008131,4091,0
MIMAT0016907,5212,0
hsa_circ_0003748,47289,0
MIMAT0000718,46843772,0
MIMAT0002869,3902,0
MIMAT0004916,15939,0
MIMAT0003714,1832,0
338758,6918289,0
100507056,56649450,0
MIMAT0001799,104758,0
MIMAT0003735,23725625,0
MIMAT0000074,65015,0
MIMAT0000720,44631912,0
MIMAT0000875,5743,1
hsa_circ_0072857,54680783,0
hsa_circ_0036683,5212,0
MIMAT0000062,60953,1
MIMAT0018927,6440495,0
hsa_circ_0005965,6442177,0
100996307,210332,0
101928796,1548943,0
MIMAT0000612,5311,0
100996671,5994,0
MIMAT0004499,60750,1
MIMAT0000257,14888,1
MIMAT0002860,56842234,0
MIMAT0000436,2336,0
MIMAT0003181,5281004,0
MIMAT0000432,5310940,1
MIMAT0000416,985,1
MIMAT0000719,31703,1
hsa_circ_0051899,5790,0
hsa_circ_0006101,10635,0
MIMAT0000527,104758,0
MIMAT0000451,14888,1
hsa_circ_0000742,89594,0
hsa_circ_0001311,5950,0
MIMAT0003338,3385,1
hsa_circ_0009012,3117,0
hsa_circ_0007149,5280961,0
MIMAT0016900,6115,0
hsa_circ_0020353,15951529,1
8452,6857599,1
MIMAT0000233,3657,0
MIMAT0000446,31703,1
MIMAT0000098,30323,1
100270680,46843772,0
MIMAT0000730,31703,1
hsa_circ_0004083,6442177,0
hsa_circ_0005418,6468,0
hsa_circ_0004964,126941,0
hsa_circ_0004709,15951529,1
MIMAT0019796,11960529,0
hsa_circ_0084021,7222,0
MIMAT0000078,5743,1
MIMAT0004489,3652,0
MIMAT0000511,13089,0
100379571,6505803,0
MIMAT0006012,9915743,0
hsa_circ_0079163,24759,0
MIMAT0000816,446556,0
646576,6197,0
MIMAT0001631,73581,1
MIMAT0003891,60823,0
MIMAT0003948,5280343,0
MIMAT0018993,122724,0
286411,4091,0
hsa_circ_0004315,5641,0
MIMAT0002863,31101,0
MIMAT0003499,265237,0
hsa_circ_0002483,44259,0
hsa_circ_0025513,222757,0
MIMAT0001275,60700,0
5654,25244711,0
MIMAT0000063,24268,0
hsa_circ_0082140,30323,0
MIMAT0000715,60852,0
MIMAT0000608,241,0
10988,3220,0
MIMAT0004723,3121,0
hsa_circ_0000861,9576410,0
100873972,5951,0
MIMAT0000531,9804992,0
51427,5978,1
MIMAT0003269,21109,0
hsa_circ_0002874,6918289,0
100132891,5280961,0
MIMAT0001532,6918289,0
100505738,1110,0
hsa_circ_0011571,4624,0
MIMAT0004848,31703,0
MIMAT0002838,737139,0
MIMAT0000608,5997,0
MIMAT0000626,107985,0
MIMAT0000141,2662,0
hsa_circ_0008223,712,0
MIMAT0001852,4095,0
MIMAT0004723,114900,0
MIMAT0003213,5959,0
101927843,21109,0
MIMAT0000229,23939,0
MIMAT0004954,2578,0
hsa_circ_0004594,5288826,0
MIMAT0003299,124886,0
MIMAT0020976,7222,0
hsa_circ_0001203,10635,0
MIMAT0001724,28486,0
MIMAT0001536,71496458,0
100131733,449171,0
MIMAT0000755,60750,1
MIMAT0000885,54670067,0
MIMAT0015343,29327,0
