Raw_ID1,Raw_ID2,label
MIMAT0002104,9700,0
MIMAT0002870,23939,0
MIMAT0000732,5282350,0
MIMAT0004572,65015,0
MIMAT0000733,3386,0
MIMAT0005932,24360,0
100287216,11556711,0
55384,6036,0
MIMAT0000236,6001,1
MIMAT0001728,24268,1
hsa_circ_0001055,16741,0
hsa_circ_0007006,3821,0
646626,5284616,0
MIMAT0019903,31703,0
hsa_circ_0045234,24180719,0
MIMAT0018068,123596,0
646024,36462,0
hsa_circ_0061260,5359268,0
MIMAT0002877,176870,0
100885779,5288826,0
MIMAT0000458,25262965,0
MIMAT0004520,737139,0
MIMAT0001020,23939,0
MIMAT0015113,6041,0
MIMAT0019928,2723601,0
MIMAT0001799,452548,0
MIMAT0001425,441074,0
MIMAT0003885,5755,1
MIMAT0003496,3386,0
hsa_circ_0002113,11556711,0
hsa_circ_0047270,6918289,0
hsa_circ_0003534,25244711,0
MIMAT0000461,5793,1
hsa_circ_0007924,448537,0
MIMAT0015065,60750,0
MIMAT0003159,11953817,0
MIMAT0005922,5310940,1
hsa_circ_0001880,15951529,1
MIMAT0004673,5288826,0
MIMAT0000685,5538,0
MIMAT0000869,253602,0
MIMAT0004982,387447,1
MIMAT0005945,60700,0
MIMAT0000279,36462,1
MIMAT0004224,89594,1
MIMAT0000063,56842234,0
MIMAT0001538,265237,0
MIMAT0002060,5280896,1
MIMAT0017063,1983,0
10821,10836,0
hsa_circ_0004083,15951529,1
MIMAT0019716,443586,0
MIMAT0004957,16741,0
hsa_circ_0069997,71496458,1
MIMAT0005322,3779,1
MIMAT0000065,5757,1
MIMAT0006587,71496458,0
MIMAT0002814,31703,1
MIMAT0002878,119104,0
MIMAT0000167,4891,0
MIMAT0000444,216345,0
hsa_circ_0000673,9444,0
MIMAT0009198,176870,0
MIMAT0019045,638278,0
MIMAT0015069,60750,1
MIMAT0000584,644241,0
hsa_circ_0000858,2907,0
MIMAT0000885,5288209,0
MIMAT0003282,5462222,0
MIMAT0005523,60838,0
MIMAT0001280,74483,1
MIMAT0000755,119307,1
hsa_circ_0002078,31401,0
MIMAT0000557,5789,0
MIMAT0000281,5978,1
MIMAT0000127,460612,0
hsa_circ_0022963,5881,0
hsa_circ_0018652,5943,0
MIMAT0000800,5865,0
MIMAT0004682,29327,0
102724077,222757,0
MIMAT0005928,644241,0
MIMAT0000755,6041,0
MIMAT0000578,1110,0
MIMAT0000426,3397,0
MIMAT0004489,5978,0
101927667,5394,1
7079,15,0
MIMAT0000879,54670067,0
MIMAT0004763,104741,0
100861402,6106,0
MIMAT0000814,636397,0
MIMAT0002889,5743,0
MIMAT0015097,5994,0
MIMAT0015070,229455,0
MIMAT0001536,3385,1
hsa_circ_0006528,25183872,0
MIMAT0015054,3385,1
MIMAT0015026,2995,0
10263,2767,0
MIMAT0000076,29327,0
MIMAT0005907,21109,0
5654,462382,0
MIMAT0003308,13089,1
hsa_circ_0011292,3961,0
hsa_circ_0001178,5280360,0
MIMAT0005795,24497,0
MIMAT0003329,104746,0
MIMAT0001823,442428,0
MIMAT0014048,9931953,0
100507099,265237,0
100505592,53232,0
hsa_circ_0004680,65110,0
MIMAT0003329,36314,1
100506860,5997,0
MIMAT0003265,60750,1
hsa_circ_0024842,42113,0
hsa_circ_0005572,15951529,1
MIMAT0002854,122634,0
MIMAT0001373,46843772,0
MIMAT0005834,6410,1
MIMAT0013993,3657,0
MIMAT0005877,15939,0
MIMAT0003328,5280453,0
MIMAT0000245,2767,1
MIMAT0000430,442972,1
MIMAT0000751,712,1
hsa_circ_0085495,6857599,0
MIMAT0000460,3345,0
MIMAT0015042,3385,1
101928794,689043,0
hsa_circ_0000044,2353,0
MIMAT0003271,31401,1
MIMAT0003347,446556,0
25989,122724,0
MIMAT0000424,7222,0
100533789,216239,0
MIMAT0000271,36314,1
MIMAT0000831,47318,0
hsa_circ_0006491,15951529,1
MIMAT0011156,442793,0
MIMAT0019958,42611257,0
MIMAT0000427,5288209,0
MIMAT0019814,5206,0
hsa_circ_0061260,5641,0
MIMAT0001046,36314,0
MIMAT0000771,5360373,0
hsa_circ_0002078,441074,0
654433,25262965,0
728374,4943,0
hsa_circ_0041252,446220,0
MIMAT0004970,2767,1
MIMAT0000542,74483,0
MIMAT0013982,24268,1
MIMAT0000973,123631,0
hsa_circ_0079262,21633059,0
MIMAT0000066,3385,1
MIMAT0006584,89594,1
hsa_circ_0008337,16741,0
hsa_circ_0018499,56843276,0
MIMAT0015120,60838,0
MIMAT0000416,31703,1
MIMAT0000843,253602,0
MIMAT0003239,636397,0
MIMAT0026605,42611257,0
MIMAT0000874,8029,1
MIMAT0000763,2767,1
102724434,23939,0
54436,3019,0
hsa_circ_0006522,5280343,0
4321,36314,0
MIMAT0000540,3007,0
hsa_circ_0071185,91466,0
MIMAT0000093,5978,1
MIMAT0003208,1983,1
MIMAT0019798,5746,0
MIMAT0000855,6197,0
MIMAT0004901,3229,0
MIMAT0000764,5280343,0
MIMAT0002853,108065,0
MIMAT0003756,24360,0
MIMAT0004524,5280343,1
MIMAT0003898,1207,0
hsa_circ_0076917,119104,0
MIMAT0003296,5978,0
MIMAT0000135,5280961,0
MIMAT0000070,6279,1
MIMAT0001742,9700,0
MIMAT0003882,5284616,0
MIMAT0001887,5793,0
6290,222757,0
100506866,5394,1
MIMAT0004937,443586,1
MIMAT0007887,3385,1
MIMAT0002883,71496458,0
MIMAT0015193,439530,0
MIMAT0002852,31703,1
MIMAT0002826,45266826,0
hsa_circ_0033024,387447,0
100874375,5281004,0
100302650,2767,1
MIMAT0000212,104758,0
MIMAT0004497,442428,0
MIMAT0019798,5743,0
hsa_circ_0009792,15951529,1
100507489,5352624,0
MIMAT0016900,11228183,0
hsa_circ_0000516,9804992,0
MIMAT0002178,460612,0
hsa_circ_0003136,15,0
MIMAT0007885,445858,0
545,6857599,1
MIMAT0003288,162282,0
MIMAT0001388,3006531,0
MIMAT0002845,2520,0
MIMAT0000584,5318517,0
MIMAT0000086,6013,1
MIMAT0016870,60750,1
hsa_circ_0063158,5997,0
10517,5222465,0
hsa_circ_0087234,5222465,0
hsa_circ_0075281,3779,0
10821,64971,0
hsa_circ_0006168,5757,0
MIMAT0000063,4212,0
hsa_circ_0001275,5310940,0
hsa_circ_0003438,11635763,0
MIMAT0000617,6253,1
MIMAT0002172,60700,0
MIMAT0003896,9576410,0
100033434,210332,0
MIMAT0000891,6013,0
MIMAT0000529,9915743,0
MIMAT0000254,208908,0
MIMAT0013988,107985,0
hsa_circ_0013055,387447,0
MIMAT0000441,9931953,1
MIMAT0000246,6410,1
hsa_circ_0092289,6918289,0
MIMAT0004515,23939,0
MIMAT0019058,5291,0
MIMAT0000247,4943,0
hsa_circ_0000102,444732,0
MIMAT0000443,5816,0
MIMAT0000557,445434,0
MIMAT0004692,3385,1
hsa_circ_0083026,60823,0
6596,3821,0
hsa_circ_0036750,30323,0
MIMAT0018110,2244,0
101060524,5281614,0
MIMAT0015359,5281614,0
hsa_circ_0026349,56843276,0
MIMAT0000720,23725625,0
MIMAT0005796,3117,0
MIMAT0004694,38904,0
hsa_circ_0005086,25244711,0
MIMAT0000584,47725,0
MIMAT0014023,241,0
MIMAT0000900,11226684,0
MIMAT0015048,72301,0
MIMAT0001773,5283344,0
100128398,24497,0
9950,2244,0
MIMAT0003216,1674,0
MIMAT0000143,442972,0
MIMAT0000385,5035,0
MIMAT0003714,6440495,0
MIMAT0005625,446556,0
MIMAT0000062,7222,0
MIMAT0002830,2767,1
MIMAT0012734,449171,0
MIMAT0000210,6410,1
MIMAT0000177,10635,0
105221694,3657,0
MIMAT0001859,636397,0
MIMAT0003480,42611257,0
MIMAT0002848,544,0
100507629,11626560,0
MIMAT0001278,5381226,0
MIMAT0000710,6857599,1
MIMAT0002870,16741,0
MIMAT0000437,446556,1
MIMAT0015022,208908,0
MIMAT0003882,24821094,0
MIMAT0000378,5281004,1
MIMAT0001800,56843276,0
MIMAT0018997,6013,0
MIMAT0003208,439260,0
MIMAT0025123,11433190,0
MIMAT0000123,5280343,1
MIMAT0019001,47725,0
101926964,171548,0
MIMAT0000100,3385,1
MIMAT0000070,104842,1
MIMAT0019074,443586,0
643827,4641,0
MIMAT0015142,689043,0
101927667,47725,0
MIMAT0003299,36314,0
MIMAT0014988,56842234,0
MIMAT0000892,712,0
MIMAT0003380,11433190,0
MIMAT0000783,216239,0
389641,54680783,0
MIMAT0004937,5394,0
MIMAT0019855,122724,0
10263,5793,0
MIMAT0000647,5284616,1
MIMAT0019934,3103,0
MIMAT0000830,1207,0
MIMAT0018188,439530,0
MIMAT0000207,6623,0
hsa_circ_0000336,222528,0
MIMAT0004489,5222465,0
100499405,445639,0
hsa_circ_0062980,60700,0
hsa_circ_0079048,44631912,0
hsa_circ_0000510,3386,0
MIMAT0004496,5310940,0
101929423,56843276,0
MIMAT0000756,5284373,0
MIMAT0002178,60823,1
MIMAT0000069,712,1
hsa_circ_0006873,5757,0
MIMAT0003176,171548,0
hsa_circ_0018905,4891,0
hsa_circ_0061891,790,0
MIMAT0004947,47289,0
MIMAT0004877,712,0
hsa_circ_0007769,2244,0
100303491,65348,0
MIMAT0004648,54680783,0
hsa_circ_0003273,15625,0
MIMAT0004952,8490,0
MIMAT0000878,119307,0
MIMAT0011161,5359268,0
hsa_circ_0006473,15951529,1
MIMAT0000797,638278,0
hsa_circ_0005655,11635763,0
MIMAT0001635,31703,1
hsa_circ_0001445,446220,0
MIMAT0016879,1176,0
MIMAT0003240,5755,0
100506860,5073,0
MIMAT0009198,5459308,0
338758,9547215,0
MIMAT0005823,9700,0
MIMAT0015186,1832,0
MIMAT0003277,10635,0
102723354,5280448,0
101929023,1983,0
hsa_circ_0005415,176870,0
MIMAT0005899,3652,0
100506207,3071,0
MIMAT0000217,210332,1
MIMAT0019972,123631,0
MIMAT0015171,71496458,0
MIMAT0015337,24268,1
MIMAT0000458,5865,0
MIMAT0002826,148124,1
MIMAT0000566,6440495,1
MIMAT0004806,74483,0
hsa_circ_0076100,122724,0
hsa_circ_0000453,8490,0
MIMAT0018926,42890,0
MIMAT0003393,5311,1
MIMAT0004913,446556,0
MIMAT0001820,441074,0
147947,452548,0
MIMAT0000278,135403648,1
MIMAT0004541,10635,0
MIMAT0018110,47725,0
MIMAT0004234,54675776,0
MIMAT0004558,2767,1
101927780,4624,0
hsa_circ_0001646,5280360,0
100128252,11556711,0
MIMAT0000157,702,1
MIMAT0000544,445639,0
MIMAT0004813,446220,0
MIMAT0000657,210332,1
MIMAT0000196,97226,0
MIMAT0003879,11635763,0
MIMAT0000771,54671203,0
650226,24821094,0
MIMAT0013988,2375,0
MIMAT0002835,60852,0
MIMAT0000263,54671203,0
hsa_circ_0000518,6013,0
hsa_circ_0001222,25183872,0
MIMAT0004787,9826528,0
6618,216326,0
MIMAT0013992,265237,0
MIMAT0001631,2733526,1
MIMAT0019956,5280951,0
hsa_circ_0038090,4091,0
MIMAT0000597,6410,1
MIMAT0000227,2733526,1
MIMAT0000370,56842234,0
hsa_circ_0033144,3902,0
MIMAT0000647,638278,0
MIMAT0004650,446556,0
105221694,9915743,0
MIMAT0002860,49803145,0
MIMAT0003216,54675776,0
MIMAT0002839,65348,0
MIMAT0004644,8029,0
hsa_circ_0001772,445639,0
100270746,9064,0
MIMAT0000894,23939,0
MIMAT0004929,6410,0
MIMAT0000369,9915743,0
100507246,123596,0
MIMAT0000887,445580,0
MIMAT0000757,6057,0
MIMAT0000051,171548,0
6596,6857599,1
100507629,6037,0
100874343,216345,0
MIMAT0003118,4158,0
26080,49803145,0
MIMAT0015144,164676,0
MIMAT0000441,60700,0
MIMAT0017134,4641,0
MIMAT0000064,8490,0
hsa_circ_0044556,5281614,0
MIMAT0002177,2767,1
MIMAT0001063,8029,0
MIMAT0016886,6440495,0
MIMAT0000131,6115,0
MIMAT0000159,5950,0
MIMAT0019740,4158,0
hsa_circ_0004808,2767,0
hsa_circ_0006614,6442177,0
MIMAT0014988,3019,0
MIMAT0003228,42113,0
27004,77999,0
MIMAT0002814,24759,0
MIMAT0003731,442972,0
hsa_circ_0017695,11635763,0
112935969,5755,0
MIMAT0000686,36462,1
101927843,261000,0
MIMAT0003317,13089,0
MIMAT0000819,135403648,0
100379249,5394,1
hsa_circ_0092289,2907,0
102724316,285033,0
hsa_circ_0059665,544,0
MIMAT0004674,5757,0
MIMAT0003756,5641,0
MIMAT0001630,3220,1
MIMAT0014332,5755,0
MIMAT0000898,452548,0
MIMAT0018994,31101,0
MIMAT0004907,31101,0
hsa_circ_0000463,60198,0
MIMAT0000439,3220,1
MIMAT0003756,11707110,0
MIMAT0019971,1983,0
hsa_circ_0028912,16078949,0
MIMAT0003725,176870,0
440925,5394,1
MIMAT0000158,4891,1
MIMAT0019938,445580,0
441666,2051,0
hsa_circ_0084021,3821,0
MIMAT0003731,6410,1
MIMAT0000435,31401,1
hsa_circ_0001311,3652,0
MIMAT0000232,54675776,0
MIMAT0006767,15,0
MIMAT0004630,216345,0
MIMAT0000578,72304,0
MIMAT0019721,3779,0
102723883,11707110,0
hsa_circ_0000919,6037,0
MIMAT0000535,56649450,0
MIMAT0004748,3385,1
102723099,3652,0
MIMAT0000874,119104,0
MIMAT0000711,9804992,0
MIMAT0026719,46843772,0
MIMAT0000421,3229,1
MIMAT0000691,5280343,0
MIMAT0000891,6089,0
MIMAT0004558,97226,1
hsa_circ_0000211,9700,0
hsa_circ_0011571,5280427,0
hsa_circ_0000453,23725625,0
MIMAT0000562,5284583,0
27242,689043,0
MIMAT0000594,104758,0
652995,24288,0
MIMAT0000652,54671203,0
MIMAT0004593,24360,0
MIMAT0000519,10184653,0
hsa_circ_0042200,4891,0
MIMAT0000102,15625,0
MIMAT0001267,9915743,0
hsa_circ_0013055,8490,0
4321,8490,0
MIMAT0000881,2767,0
MIMAT0017134,5281811,0
101060524,5318517,0
hsa_circ_0061260,6468,0
101927541,36314,0
MIMAT0004790,122634,0
hsa_circ_0001439,24759,0
10984,5394,1
MIMAT0000214,31101,0
hsa_circ_0051908,14403,0
MIMAT0000318,5462222,0
MIMAT0004560,3397,0
hsa_circ_0042265,28486,0
hsa_circ_0017628,3496,0
hsa_circ_0001122,5311,0
hsa_circ_0004087,3062316,0
MIMAT0000275,5318517,1
MIMAT0002880,5793,1
MIMAT0011446,89594,1
MIMAT0005278,25262965,0
hsa_circ_0037511,387447,0
MIMAT0000613,5281004,0
hsa_circ_0000315,657237,0
hsa_circ_0032682,455658,0
MIMAT0000279,47318,0
101060542,5538,0
MIMAT0000525,1175,0
MIMAT0003189,21109,0
MIMAT0003471,21109,0
hsa_circ_0047444,8490,0
hsa_circ_0000825,28486,0
hsa_circ_0022142,3488,0
MIMAT0015120,23939,0
hsa_circ_0001490,5462222,0
101929147,5281614,0
MIMAT0002845,31703,1
MIMAT0000074,9444,1
hsa_circ_0001258,448537,0
MIMAT0001862,222528,0
MIMAT0019058,2767,1
hsa_circ_0008122,9804992,0
MIMAT0000208,6036,1
hsa_circ_0020353,5978,0
MIMAT0002829,60780,1
hsa_circ_0006608,6918289,0
100505702,5951,0
MIMAT0001887,171548,0
hsa_circ_0006382,15951529,1
MIMAT0000567,442793,0
MIMAT0001637,64971,0
344887,5360373,0
MIMAT0000378,5212,0
101928607,5997,0
MIMAT0003305,21633059,0
MIMAT0007881,60780,1
MIMAT0000104,5281614,0
MIMAT0004977,31703,1
MIMAT0004605,7222,0
MIMAT0003248,229455,0
MIMAT0019876,15951529,0
MIMAT0002827,10184653,0
6618,64971,0
hsa_circ_0066290,6253,0
MIMAT0001806,216345,0
221883,5816,0
646201,5360373,0
MIMAT0002884,445580,0
MIMAT0000087,11228183,0
MIMAT0015378,6167,0
MIMAT0002863,71496458,0
hsa_circ_0076251,4763,0
MIMAT0000421,135403648,1
hsa_circ_0080975,44259,0
MIMAT0004790,44259,0
581,6041,0
MIMAT0002890,2187,0
MIMAT0003298,2375,1
MIMAT0005300,2353,0
MIMAT0035719,9915743,0
MIMAT0016870,11707110,0
ENSG00000255237,11707110,0
hsa_circ_0015796,5978,0
hsa_circ_0001568,5459308,0
MIMAT0003482,47289,0
MIMAT0000132,2907,0
MIMAT0003275,72304,0
hsa_circ_0061891,24360,0
MIMAT0000882,6057,0
MIMAT0000376,24268,0
MIMAT0001805,74483,1
MIMAT0000143,31703,0
hsa_circ_0005379,2578,0
439949,442428,0
hsa_circ_0002082,5951,0
MIMAT0001420,8490,1
MIMAT0019893,4891,0
MIMAT0004445,445154,0
MIMAT0001072,5959,0
100507246,37542,0
100131176,56649450,0
MIMAT0001862,24821094,0
MIMAT0000735,42611257,0
hsa_circ_0083092,2723601,0
MIMAT0004501,5280427,0
MIMAT0000888,8029,1
hsa_circ_0009172,265237,0
MIMAT0000125,9700,0
MIMAT0003728,5222465,0
6618,2767,0
MIMAT0000536,6440495,0
101927477,6036,0
26751,445858,0
MIMAT0000567,3101,0
MIMAT0003893,41867,0
100499484,443586,0
hsa_circ_0084021,135403648,0
hsa_circ_0005965,448013,0
100616668,60780,0
55000,23973,0
MIMAT0000604,10836,0
MIMAT0004588,122634,0
MIMAT0015190,636397,0
MIMAT0002176,2767,1
MIMAT0005901,25244711,0
MIMAT0000125,11626560,0
hsa_circ_0008554,3071,0
MIMAT0000617,104741,1
MIMAT0005898,1983,0
MIMAT0004733,156413,0
MIMAT0005898,657237,0
MIMAT0000660,5281929,0
MIMAT0005589,5280453,0
MIMAT0000957,3028194,0
MIMAT0000318,5757,1
MIMAT0003511,896,0
MIMAT0000130,6076,0
101928710,176870,0
5997,141643,0
MIMAT0016858,6089,0
MIMAT0000808,71496458,0
MIMAT0015010,25183872,0
MIMAT0000511,222528,0
MIMAT0000185,5280896,1
MIMAT0004597,37542,0
MIMAT0001848,3006531,0
199704,3385,0
MIMAT0004841,5310940,0
MIMAT0003201,4891,0
MIMAT0004959,6013,0
MIMAT0000769,25262965,0
1973,448537,0
103752588,6013,0
MIMAT0000784,6279,0
MIMAT0000646,2733526,1
MIMAT0004953,5881,0
hsa_circ_0025506,6857599,1
MIMAT0013991,2051,0
MIMAT0005789,667639,0
MIMAT0005876,5073,0
MIMAT0001819,47936,0
MIMAT0019934,1548943,0
MIMAT0000757,11707110,0
MIMAT0000458,442428,1
MIMAT0015048,4946,0
646576,141643,0
MIMAT0017282,439530,0
hsa_circ_0008615,5310940,0
MIMAT0015171,107985,0
hsa_circ_0089371,73581,0
MIMAT0001735,6197,0
MIMAT0001784,439260,0
MIMAT0000824,6918289,0
MIMAT0010251,2520,0
MIMAT0001793,5073,0
10263,6857599,1
MIMAT0004812,5793,1
MIMAT0004773,148124,1
hsa_circ_0073647,3657,0
MIMAT0000518,969516,1
MIMAT0000892,25183872,0
MIMAT0014863,38904,0
103689912,3220,0
286150,2187,0
MIMAT0004589,145858,1
100132923,222757,0
MIMAT0013984,5790,0
MIMAT0005576,60838,1
MIMAT0015140,42890,0
MIMAT0000074,4624,1
MIMAT0006778,53232,0
MIMAT0000066,2520,1
MIMAT0003247,3028194,0
MIMAT0005939,1207,0
MIMAT0001772,45266826,0
101927381,5310940,0
MIMAT0000314,5360373,0
MIMAT0003734,16078949,0
MIMAT0003335,544,0
MIMAT0015327,3028194,0
MIMAT0000648,122634,0
hsa_circ_0001565,54671203,0
MIMAT0000753,47318,0
MIMAT0019021,91466,0
MIMAT0001288,16078949,0
MIMAT0000783,45266826,0
MIMAT0000275,36462,1
100996671,448537,0
MIMAT0003475,108065,1
hsa_circ_0006528,261004,0
hsa_circ_0007333,60606,0
MIMAT0000755,31703,1
MIMAT0004787,1548943,0
hsa_circ_0065264,72301,0
MIMAT0000142,123865,0
MIMAT0019059,5361,0
MIMAT0004758,3007,0
MIMAT0005627,3902,0
100128252,5394,1
MIMAT0005865,1548943,0
MIMAT0004563,104746,0
MIMAT0015037,5793,0
hsa_circ_0085616,12967,0
MIMAT0000240,216239,0
MIMAT0001279,9915743,0
MIMAT0000868,141643,0
hsa_circ_0000818,4763,0
MIMAT0004751,5283344,0
hsa_circ_0002669,6918289,0
hsa_circ_0043632,11953817,0
643827,1207,0
MIMAT0003208,452548,0
100996437,5394,1
MIMAT0003474,104746,0
MIMAT0000177,2662,0
101928168,6279,0
MIMAT0000095,89594,0
MIMAT0004950,21633059,0
MIMAT0026720,56843276,0
MIMAT0000139,16132265,0
MIMAT0003239,2767,1
MIMAT0018927,5865,0
MIMAT0003466,119104,0
MIMAT0000566,4946,1
MIMAT0013517,5281929,0
MIMAT0007869,5641,0
MIMAT0001866,74483,1
MIMAT0001831,446220,1
MIMAT0003340,3007,0
hsa_circ_0006528,45266826,0
100151643,2723601,0
100130717,2662,0
MIMAT0000262,3385,1
MIMAT0000267,451668,1
MIMAT0000205,15625,0
MIMAT0000274,123631,1
MIMAT0019021,65015,0
441666,54671203,0
641516,387447,0
MIMAT0003339,16741,0
MIMAT0005907,3488,0
hsa_circ_0007059,5280795,0
hsa_circ_0001361,1130,0
MIMAT0000269,73581,0
MIMAT0000414,6623,1
MIMAT0000248,702,1
hsa_circ_0009618,6918289,0
MIMAT0000528,2520,0
MIMAT0000734,15,0
MIMAT0003728,6279,0
MIMAT0000435,60750,1
MIMAT0004933,13342,0
MIMAT0000441,448537,1
MIMAT0001288,60700,0
MIMAT0019776,42113,0
hsa_circ_0001275,1175,0
MIMAT0000232,14888,1
MIMAT0006584,5793,0
hsa_circ_0004934,60198,0
hsa_circ_0003323,15951529,1
MIMAT0015340,29327,0
102723883,3496,0
hsa_circ_0001490,15951529,1
hsa_circ_0087862,15951529,1
hsa_circ_0050055,3220,0
hsa_circ_0004636,2907,0
MIMAT0001372,6037,0
100073347,8029,0
MIMAT0000674,25227436,0
hsa_circ_0002590,5755,0
MIMAT0015320,3071,0
MIMAT0000607,2375,0
hsa_circ_0001599,171548,0
MIMAT0019689,24360,0
MIMAT0003885,2520,1
hsa_circ_0072805,123631,0
MIMAT0000459,3385,1
MIMAT0003378,2051,0
hsa_circ_0007326,445154,0
hsa_circ_0000141,11635763,0
MIMAT0000555,10621,1
hsa_circ_0006941,108065,0
hsa_circ_0018440,53232,0
hsa_circ_0072904,53232,0
MIMAT0001883,6410,0
MIMAT0000435,5394,1
hsa_circ_0005941,6106,0
hsa_circ_0092289,97226,0
hsa_circ_0051799,2353,0
MIMAT0000387,45266826,0
100144596,3397,0
MIMAT0004845,9931953,0
100996335,5280360,0
100874261,3690,0
hsa_circ_0037511,261000,0
MIMAT0004484,31703,0
MIMAT0000445,25262965,1
hsa_circ_0037130,969516,0
hsa_circ_0006318,2767,1
6494,9949648,0
643446,12967,0
100033433,5994,0
MIMAT0004763,387447,0
MIMAT0004770,60780,1
MIMAT0000069,5394,1
MIMAT0000735,689043,0
MIMAT0001372,6089,0
MIMAT0005847,5284373,0
173401,104741,0
1973,1548943,0
MIMAT0018352,3763,0
MIMAT0000084,24497,1
MIMAT0002818,31703,1
642633,2767,1
MIMAT0003884,5329102,0
MIMAT0018352,15939,0
MIMAT0003885,5790,1
MIMAT0000262,2767,1
MIMAT0002888,5793,1
MIMAT0003269,47725,1
hsa_circ_0007404,46843772,0
MIMAT0018087,3385,1
hsa_circ_0015796,5359268,0
MIMAT0003220,25244711,0
MIMAT0001648,5951,0
MIMAT0015017,10184653,0
MIMAT0000437,5394,1
MIMAT0000066,3496,0
hsa_circ_0009357,3062316,0
441058,442428,0
MIMAT0004671,3496,0
101928304,5459308,0
MIMAT0000062,2520,0
MIMAT0018188,15625,0
MIMAT0018185,445858,0
MIMAT0014028,1673,0
111216284,5283344,0
MIMAT0018942,11228183,0
MIMAT0000983,216326,0
MIMAT0019002,25183872,0
MIMAT0000093,216239,1
MIMAT0005883,8490,0
100009613,790,0
MIMAT0001731,65064,0
MIMAT0002819,5394,1
MIMAT0004546,11228183,0
MIMAT0014009,5755,0
MIMAT0003326,5280360,0
MIMAT0003347,5280795,0
MIMAT0004607,5865,1
MIMAT0000690,171548,0
101928607,6279,0
MIMAT0000857,216326,0
MIMAT0000440,460612,0
hsa_circ_0000407,2520,0
hsa_circ_0000746,5280360,0
MIMAT0000783,53232,0
MIMAT0000722,448537,1
MIMAT0004907,5284616,0
hsa_circ_0084615,11635763,0
MIMAT0000075,31703,1
hsa_circ_0006935,5789,0
MIMAT0000095,3229,1
MIMAT0004597,60953,0
MIMAT0001849,442972,0
MIMAT0004704,5281708,0
MIMAT0002821,3385,1
MIMAT0003300,11960529,0
MIMAT0000092,6505803,0
MIMAT0019040,5311,0
MIMAT0000424,2520,1
MIMAT0000565,8490,1
MIMAT0004630,44631912,0
hsa_circ_0006784,47725,0
111216284,6442177,0
MIMAT0000739,6076,0
MIMAT0007884,91820602,0
MIMAT0004903,31703,1
MIMAT0006765,9898279,0
MIMAT0005443,126941,0
MIMAT0000263,2336,0
hsa_circ_0005086,60823,0
MIMAT0003234,6253,0
100288798,636397,0
hsa_circ_0085567,4763,0
339240,5950,0
hsa_circ_0076155,462382,0
MIMAT0026608,3103,0
