RNAInterID,Interactor1.Symbol,Category1,Species1,Interactor2.Symbol,Category2,Species2,Raw_ID1,Raw_ID2,score,strong,weak,predict
RC00000217,hsa-let-7b-5p,miRNA,Homo sapiens,Epirubicin,compound,,MIMAT0000063,41867,0.23,qRT-PCR,miRNA array,
RC00000216,hsa-let-7b-5p,miRNA,Homo sapiens,Etoposide,compound,,MIMAT0000063,36462,0.2534,qPCR,,
RC00000219,hsa-let-7b-5p,miRNA,Homo sapiens,Gemcitabine,compound,,MIMAT0000063,60750,0.6438,Northern blot//TaqMan qPCR//qRT-PCR,Microarray,
RC00000212,hsa-let-7b-5p,miRNA,Homo sapiens,Imatinib,compound,,MIMAT0000063,5291,0.3095,qRT-PCR,,
RC00000211,hsa-let-7b-5p,miRNA,Homo sapiens,Metformin,compound,,MIMAT0000063,4091,0.2707,qPCR,,
RC00000215,hsa-let-7b-5p,miRNA,Homo sapiens,Paclitaxel,compound,,MIMAT0000063,36314,0.4581,qRT-PCR//qPCR,Microarray//miRNA array,
RC00000218,hsa-let-7b-5p,miRNA,Homo sapiens,Paroxetine,compound,,MIMAT0000063,43815,0.226,qPCR,Microarray,
RC00000221,hsa-let-7b-5p,miRNA,Homo sapiens,Tamoxifen,compound,,MIMAT0000063,2733526,0.5196,qPCR//MTT assay,,
RC00000231,hsa-let-7c-5p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0000064,3385,0.4227,qRT-PCR//MTT assay,,
RC00000248,hsa-let-7c-5p,miRNA,Homo sapiens,Anisomycin,compound,,MIMAT0000064,253602,0.3377,qPCR,Microarray,
RC00000230,hsa-let-7c-5p,miRNA,Homo sapiens,Cisplatin,compound,,MIMAT0000064,2767,0.6607,qRT-PCR//RT-PCR//qPCR//MTT assay,Microarray,
RC00000237,hsa-let-7c-5p,miRNA,Homo sapiens,Daunorubicin,compound,,MIMAT0000064,30323,0.2395,qRT-PCR//MTT assay,TaqMan miRNA array,
RC00000244,hsa-let-7c-5p,miRNA,Homo sapiens,Docetaxel,compound,,MIMAT0000064,148124,0.4188,qPCR,,
RC00000238,hsa-let-7c-5p,miRNA,Homo sapiens,Doxorubicin,compound,,MIMAT0000064,31703,0.4115,qRT-PCR,,
RC00000251,hsa-let-7c-5p,miRNA,Homo sapiens,Eloxatine,compound,,MIMAT0000064,5310940,0.4114,Western blot//qPCR,Microarray,
RC00000245,hsa-let-7c-5p,miRNA,Homo sapiens,Erlotinib,compound,,MIMAT0000064,176870,0.3404,qPCR//MTT assay,,
RC00000241,hsa-let-7c-5p,miRNA,Homo sapiens,Fulvestrant,compound,,MIMAT0000064,104741,0.334,qRT-PCR,Microarray,
RC00000243,hsa-let-7c-5p,miRNA,Homo sapiens,Gefitinib,compound,,MIMAT0000064,123631,0.334,qRT-PCR,,
RC00000240,hsa-let-7c-5p,miRNA,Homo sapiens,Gemcitabine,compound,,MIMAT0000064,60750,0.5517,Northern blot//TaqMan qPCR//qRT-PCR,Microarray,
RC00000232,hsa-let-7c-5p,miRNA,Homo sapiens,Metformin,compound,,MIMAT0000064,4091,0.2599,qPCR,,
RC00000239,hsa-let-7c-5p,miRNA,Homo sapiens,Paroxetine,compound,,MIMAT0000064,43815,0.226,qPCR,Microarray,
RC00000233,hsa-let-7c-5p,miRNA,Homo sapiens,Prednisolone,compound,,MIMAT0000064,5755,0.2395,qRT-PCR//MTT assay,TaqMan miRNA array,
RC00000250,hsa-let-7c-5p,miRNA,Homo sapiens,Retinoic acid,compound,,MIMAT0000064,444795,0.4548,qPCR,Microarray,
RC00000117,hsa-let-7c-5p,miRNA,Homo sapiens,Sirolimus,compound,,MIMAT0000064,5284616,0.2429,qRT-PCR,Microarray,
RC00000246,hsa-let-7c-5p,miRNA,Homo sapiens,Sorafenib,compound,,MIMAT0000064,216239,0.3537,RT-PCR,Microarray,
RC00000235,hsa-let-7c-5p,miRNA,Homo sapiens,Vincristine,compound,,MIMAT0000064,5978,0.2395,qRT-PCR//MTT assay,TaqMan miRNA array,
RC00006794,hsa-let-7d-3p,miRNA,Homo sapiens,6-hydroxydopamine,compound,,MIMAT0004484,4624,0.2208,RT-PCR,Microarray,
RC00000262,hsa-let-7d-5p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0000065,3385,0.3794,qRT-PCR,Microarray,
RC00000259,hsa-let-7d-5p,miRNA,Homo sapiens,Benzene,compound,,MIMAT0000065,241,0.2287,qPCR,Microarray,
RC00000269,hsa-let-7d-5p,miRNA,Homo sapiens,Carboplatin,compound,,MIMAT0000065,38904,0.4453,qPCR//ISH,,
RC00000261,hsa-let-7d-5p,miRNA,Homo sapiens,Cisplatin,compound,,MIMAT0000065,2767,0.5572,qRT-PCR//MTS assay//qPCR//MTT assay,Microarray//miRNA array,
RC00000274,hsa-let-7d-5p,miRNA,Homo sapiens,Cocaine,compound,,MIMAT0000065,446220,0.2472,Northern blot//qRT-PCR//ISH,,
RC00000267,hsa-let-7d-5p,miRNA,Homo sapiens,Doxorubicin,compound,,MIMAT0000065,31703,0.3226,qRT-PCR//Western blot,Microarray,
RC00000276,hsa-let-7d-5p,miRNA,Homo sapiens,Eloxatine,compound,,MIMAT0000065,5310940,0.4114,Western blot//qPCR,Microarray,
RC00000271,hsa-let-7d-5p,miRNA,Homo sapiens,Gemcitabine,compound,,MIMAT0000065,60750,0.5824,Northern blot//TaqMan qPCR//qRT-PCR,Microarray,
RC00000263,hsa-let-7d-5p,miRNA,Homo sapiens,Imatinib,compound,,MIMAT0000065,5291,0.4177,qRT-PCR//WST-1 assay//TaqMan qRT-PCR,Microarray,
RC00000268,hsa-let-7d-5p,miRNA,Homo sapiens,Paclitaxel,compound,,MIMAT0000065,36314,0.4848,qRT-PCR//qPCR//ISH,,
RC00000270,hsa-let-7d-5p,miRNA,Homo sapiens,Paroxetine,compound,,MIMAT0000065,43815,0.226,qPCR,Microarray,
RC00000264,hsa-let-7d-5p,miRNA,Homo sapiens,Temozolomide,compound,,MIMAT0000065,5394,0.2236,qPCR,,
RC00000266,hsa-let-7d-5p,miRNA,Homo sapiens,Trisenox,compound,,MIMAT0000065,14888,0.2159,qPCR,,
RC00000275,hsa-let-7d-5p,miRNA,Homo sapiens,Vitamin D3,compound,,MIMAT0000065,5280795,0.2179,qPCR,,
RC00000287,hsa-let-7e-5p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0000066,3385,0.3792,qRT-PCR//MTT assay,Microarray,
RC00000301,hsa-let-7e-5p,miRNA,Homo sapiens,Cetuximab,compound,,MIMAT0000066,91820602,0.4416,Northern blot//qPCR//MTT assay,,
RC00000286,hsa-let-7e-5p,miRNA,Homo sapiens,Cisplatin,compound,,MIMAT0000066,2767,0.5798,qRT-PCR//TaqMan miRNA assay//qPCR//MTT assay//Northern blot//Luciferase reporter assay,Microarray,
RC00000298,hsa-let-7e-5p,miRNA,Homo sapiens,Docosahexaenoic acid,compound,,MIMAT0000066,445580,0.2267,qPCR,,
RC00000292,hsa-let-7e-5p,miRNA,Homo sapiens,Doxorubicin,compound,,MIMAT0000066,31703,0.6699,qRT-PCR//Western blot//qPCR//RT-PCR,Microarray,
RC00000299,hsa-let-7e-5p,miRNA,Homo sapiens,Eloxatine,compound,,MIMAT0000066,5310940,0.4114,Western blot//qPCR,Microarray,
RC00000297,hsa-let-7e-5p,miRNA,Homo sapiens,Gefitinib,compound,,MIMAT0000066,123631,0.3048,qPCR,Microarray,
RC00000295,hsa-let-7e-5p,miRNA,Homo sapiens,Gemcitabine,compound,,MIMAT0000066,60750,0.5205,qRT-PCR//TaqMan qPCR,Microarray,
RC00000288,hsa-let-7e-5p,miRNA,Homo sapiens,Imatinib,compound,,MIMAT0000066,5291,0.3077,WST-1 assay//TaqMan qRT-PCR,Microarray,
RC00000293,hsa-let-7e-5p,miRNA,Homo sapiens,Paclitaxel,compound,,MIMAT0000066,36314,0.4091,qRT-PCR,,
RC00000291,hsa-let-7e-5p,miRNA,Homo sapiens,Thymidine monophosphate,compound,,MIMAT0000066,9700,0.2429,TLDA,,
RC00000285,hsa-let-7e-5p,miRNA,Homo sapiens,Verapamil,compound,,MIMAT0000066,2520,0.3072,Western blot//qPCR,Microarray,
RC00000290,hsa-let-7e-5p,miRNA,Homo sapiens,Vincristine,compound,,MIMAT0000066,5978,0.3061,qRT-PCR,Microarray,
RC00006795,hsa-let-7f-1-3p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0004486,3385,0.3109,qRT-PCR,Microarray,
RC00006796,hsa-let-7f-1-3p,miRNA,Homo sapiens,Gemcitabine,compound,,MIMAT0004486,60750,0.3109,qRT-PCR,Microarray,
RC00000306,hsa-let-7f-5p,miRNA,Homo sapiens,Cisplatin,compound,,MIMAT0000067,2767,0.4857,qRT-PCR//MTS assay//qPCR,Microarray//miRNA array,
RC00000316,hsa-let-7f-5p,miRNA,Homo sapiens,Docosahexaenoic acid,compound,,MIMAT0000067,445580,0.2267,qPCR,,
RC00000314,hsa-let-7f-5p,miRNA,Homo sapiens,Doxorubicin,compound,,MIMAT0000067,31703,0.4587,qRT-PCR//Western blot//qPCR,Microarray,
RC00000310,hsa-let-7f-5p,miRNA,Homo sapiens,Estradiol,compound,,MIMAT0000067,5757,0.3144,qRT-PCR,Microarray,
RC00000315,hsa-let-7f-5p,miRNA,Homo sapiens,Gemcitabine,compound,,MIMAT0000067,60750,0.5243,Northern blot//qRT-PCR,Microarray,
RC00000312,hsa-let-7f-5p,miRNA,Homo sapiens,Hesperidin,compound,,MIMAT0000067,10621,0.2105,qPCR,,
RC00000309,hsa-let-7f-5p,miRNA,Homo sapiens,Imatinib,compound,,MIMAT0000067,5291,0.3077,WST-1 assay//TaqMan qRT-PCR,Microarray,
RC00000308,hsa-let-7f-5p,miRNA,Homo sapiens,Letrozole,compound,,MIMAT0000067,3902,0.2382,qPCR,,
RC00000317,hsa-let-7f-5p,miRNA,Homo sapiens,Oleic acid,compound,,MIMAT0000067,445639,0.2267,qPCR,,
RC00000313,hsa-let-7f-5p,miRNA,Homo sapiens,Trisenox,compound,,MIMAT0000067,14888,0.2159,qPCR,,
RC00000305,hsa-let-7f-5p,miRNA,Homo sapiens,Verapamil,compound,,MIMAT0000067,2520,0.3072,Western blot//qPCR,Microarray,
RC00000319,hsa-let-7f-5p,miRNA,Homo sapiens,Vitamin D3,compound,,MIMAT0000067,5280795,0.2179,qPCR,,
RC00006917,hsa-let-7g-3p,miRNA,Homo sapiens,Curcumin,compound,,MIMAT0004584,969516,0.2274,qPCR,,
RC00002386,hsa-let-7g-5p,miRNA,Homo sapiens,10-Hydroxycamptothecin,compound,,MIMAT0000414,97226,0.4725,qRT-PCR,Microarray,
RC00002377,hsa-let-7g-5p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0000414,3385,0.5016,qRT-PCR//MTT assay,Microarray,
RC00002385,hsa-let-7g-5p,miRNA,Homo sapiens,Carboplatin,compound,,MIMAT0000414,38904,0.4453,qPCR//ISH,,
RC00002376,hsa-let-7g-5p,miRNA,Homo sapiens,Cisplatin,compound,,MIMAT0000414,2767,0.5902,qRT-PCR//qPCR//MTT assay,Microarray//miRNA array,
RC00002382,hsa-let-7g-5p,miRNA,Homo sapiens,Doxorubicin,compound,,MIMAT0000414,31703,0.4587,qRT-PCR//Western blot//qPCR,Microarray,
RC00002383,hsa-let-7g-5p,miRNA,Homo sapiens,Paclitaxel,compound,,MIMAT0000414,36314,0.5415,qRT-PCR//MTT assay//qPCR//ISH,Microarray,
RC00002381,hsa-let-7g-5p,miRNA,Homo sapiens,Trisenox,compound,,MIMAT0000414,14888,0.2159,qPCR,,
RC00002375,hsa-let-7g-5p,miRNA,Homo sapiens,Verapamil,compound,,MIMAT0000414,2520,0.3072,Western blot//qPCR,Microarray,
RC00002380,hsa-let-7g-5p,miRNA,Homo sapiens,Vinblastine,compound,,MIMAT0000414,13342,0.4453,qPCR//ISH,,
RC00006918,hsa-let-7i-3p,miRNA,Homo sapiens,Lenalidomide,compound,,MIMAT0004585,216326,0.2192,qPCR,,
RC00002396,hsa-let-7i-5p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0000415,3385,0.3813,qRT-PCR,Microarray,
RC00002394,hsa-let-7i-5p,miRNA,Homo sapiens,Cisplatin,compound,,MIMAT0000415,2767,0.6072,qRT-PCR//TaqMan miRNA assay//MTS assay//ISH,Microarray,
RC00002400,hsa-let-7i-5p,miRNA,Homo sapiens,Doxorubicin,compound,,MIMAT0000415,31703,0.3883,qRT-PCR//Western blot//qPCR,Microarray,
RC00002407,hsa-let-7i-5p,miRNA,Homo sapiens,Eloxatine,compound,,MIMAT0000415,5310940,0.4197,Western blot//qPCR,Microarray,
RC00002395,hsa-let-7i-5p,miRNA,Homo sapiens,Enoxacin,compound,,MIMAT0000415,3229,0.2448,Northern blot//qPCR,Microarray,
RC00002403,hsa-let-7i-5p,miRNA,Homo sapiens,Gemcitabine,compound,,MIMAT0000415,60750,0.5567,qRT-PCR//MTT assay,Microarray,
RC00002397,hsa-let-7i-5p,miRNA,Homo sapiens,Imatinib,compound,,MIMAT0000415,5291,0.4177,qRT-PCR//WST-1 assay//TaqMan qRT-PCR,Microarray,
RC00002401,hsa-let-7i-5p,miRNA,Homo sapiens,Paclitaxel,compound,,MIMAT0000415,36314,0.4147,qRT-PCR,,
RC00002406,hsa-let-7i-5p,miRNA,Homo sapiens,Tamoxifen,compound,,MIMAT0000415,2733526,0.5812,qRT-PCR//qPCR//MTT assay,,
RC00002393,hsa-let-7i-5p,miRNA,Homo sapiens,Verapamil,compound,,MIMAT0000415,2520,0.3072,Western blot//qPCR,Microarray,
RC00002428,hsa-miR-1-3p,miRNA,Homo sapiens,Anthocyanin,compound,,MIMAT0000416,145858,0.2105,qPCR,,
RC00002433,hsa-miR-1-3p,miRNA,Homo sapiens,Caffeic acid,compound,,MIMAT0000416,689043,0.2105,qPCR,,
